entity_id,total_brl,media_brl,n_transacoes,min_brl,max_brl,n_cross_border,n_ip_anomaly,n_device_rooted,n_sanctions
C100419,83390.64,4905.33,17,358.88,29699.5,2,1,0,0
C100420,98050.22,4902.51,20,288.12,25436.4,7,0,1,0
C100421,147533.41,8678.44,17,797.08,33555.78,4,0,0,0
C100422,53709.26,3356.83,16,348.31,7276.98,2,0,0,0
C100423,71628.9,3410.9,21,452.06,9124.3,4,1,0,0
C100424,79205.03,2933.52,27,128.72,20054.6,6,0,1,0
C100425,36009.65,2572.12,14,518.66,8146.4,1,0,2,0
C100426,114637.9,4984.26,23,360.67,26556.74,5,0,1,0
C100427,143790.92,6535.95,22,769.31,35703.04,3,1,1,0
C100428,86189.01,4788.28,18,245.83,17921.88,3,0,1,0
C100429,66519.62,4157.48,16,813.17,17460.16,4,0,0,0
C100430,50354.07,4196.17,12,217.64,12037.86,3,0,0,0
C100431,85846.95,6131.92,14,522.61,19959.26,3,0,0,0
C100432,113728.07,8748.31,13,574.73,65925.86,4,0,0,0
C100433,83758.04,4926.94,17,793.1,24147.65,3,0,1,0
C100434,129946.93,9281.92,14,512.17,56352.28,1,1,1,0
C100435,126678.1,5758.1,22,268.87,30241.81,5,0,0,0
C100436,73706.47,3509.83,21,311.22,16877.71,6,0,1,0
C100437,59520.85,3501.23,17,772.09,11347.64,3,0,1,0
C100438,54893.8,4574.48,12,602.08,24916.41,0,0,1,0
C100439,73409.35,4588.08,16,650.48,14514.53,5,0,1,0
C100440,90666.77,6476.2,14,726.57,20206.99,2,0,0,0
C100441,68133.0,4258.31,16,404.55,19543.47,2,0,0,0
C100442,81688.02,4084.4,20,580.0,14374.7,5,0,1,0
C100443,57941.97,3408.35,17,1203.63,6822.16,5,0,0,0
C100444,61048.94,3815.56,16,1436.23,8579.12,6,0,0,0
C100445,83574.91,3979.76,21,556.93,13528.26,2,0,0,0
C100446,63718.27,3982.39,16,615.19,11614.77,6,0,0,0
C100447,83125.23,3614.14,23,607.26,13245.58,6,0,0,0
C100448,50689.4,2816.08,18,514.09,14711.46,3,0,0,0
C100449,49834.29,2166.71,23,341.21,5355.47,3,0,0,0
C100450,88119.93,3831.3,23,265.5,21875.59,3,0,0,0
C100451,87527.82,4376.39,20,277.25,22207.73,4,0,0,0
C100452,58506.93,3656.68,16,322.75,23591.29,2,0,0,0
C100453,52849.26,3303.08,16,755.46,7753.05,3,1,1,0
C100454,120870.93,6361.63,19,395.31,34985.15,4,0,0,0
C100455,74995.57,3408.89,22,429.29,11765.83,3,0,0,0
C100456,126734.45,5280.6,24,895.05,19609.64,5,0,1,0
C100457,73029.32,3477.59,21,383.12,16817.37,2,0,1,0
C100458,74994.32,4411.43,17,873.51,15913.14,4,0,0,0
C100459,38413.34,1829.21,21,144.62,6836.13,4,0,0,0
C100460,167833.03,5994.04,28,562.36,40516.41,5,0,2,0
C100461,96849.8,4035.41,24,281.86,14498.33,5,0,1,0
C100462,95682.89,6378.86,15,416.32,56537.09,1,0,1,0
C100463,90416.73,5023.15,18,756.16,13961.9,4,0,2,0
C100464,64431.11,3790.07,17,249.55,8662.2,2,0,1,0
C100465,81574.81,4078.74,20,835.72,14855.99,2,0,1,0
C100466,87922.35,3822.71,23,265.47,11775.23,3,0,0,0
C100467,123485.56,4749.44,26,286.51,27260.1,6,0,0,0
C100468,70557.53,4409.85,16,451.28,22236.12,4,0,2,0
C100469,71290.87,3752.15,19,261.19,11696.22,5,0,1,0
C100470,86324.93,3596.87,24,515.67,14121.49,4,0,2,0
C100471,94884.65,4993.93,19,604.99,19191.71,0,0,0,0
C100472,134207.25,6100.33,22,364.1,42420.78,4,0,0,0
C100473,70315.67,4136.22,17,920.0,16001.43,3,0,1,0
C100474,102861.86,3546.96,29,406.59,8769.1,3,0,0,0
C100475,100030.1,4349.13,23,567.03,12001.4,4,0,1,0
C100476,115904.48,5795.22,20,107.75,20469.66,4,0,0,0
C100477,59298.11,3953.21,15,452.89,15132.6,4,0,0,0
C100478,121931.89,4689.69,26,941.93,16931.88,6,0,0,0
C100479,45479.89,2842.49,16,458.88,7307.27,6,0,0,0
C100480,61775.48,2807.98,22,729.05,12555.3,4,0,0,0
C100481,117543.67,5597.32,21,538.65,25738.76,4,1,0,0
C100482,84688.49,4457.29,19,397.66,16203.27,1,0,2,0
C100483,130917.76,7701.04,17,388.19,69144.14,3,0,0,0
C100484,62711.44,3300.6,19,366.8,9201.49,5,1,0,0
C100485,76825.67,4519.16,17,318.75,22938.01,5,0,1,0
C100486,87960.46,3824.37,23,459.25,20001.16,6,0,1,0
C100487,71215.41,4450.96,16,199.29,16898.32,5,0,0,0
C100488,71241.41,2968.39,24,141.25,11530.4,7,1,1,0
C100489,129902.42,6185.83,21,292.38,51984.89,4,0,1,0
C100490,68946.91,3628.78,19,625.42,10517.16,4,0,0,0
C100491,144453.42,9028.34,16,241.17,49028.77,3,0,1,0
C100492,99319.5,4965.98,20,718.6,13664.17,5,0,1,0
C100493,184396.49,6146.55,30,389.36,47436.03,10,0,1,0
C100494,69803.87,3323.99,21,570.72,9130.2,3,1,0,0
C100495,99673.29,5537.4,18,434.58,35629.13,3,0,0,0
C100496,71605.04,3113.26,23,236.58,11523.96,5,0,0,0
C100497,96453.3,4593.01,21,329.61,21493.51,1,0,3,0
C100498,71432.26,3571.61,20,380.87,10639.13,3,0,2,0
C100499,71091.46,3949.53,18,569.59,9671.68,5,0,0,0
C100500,64925.24,3417.12,19,557.31,11574.88,3,0,0,0
C100501,58722.72,3090.67,19,520.5,7423.78,3,0,0,0
C100502,83559.51,5222.47,16,1085.05,11394.68,2,0,1,0
C100503,73084.56,3846.56,19,387.3,15443.7,0,0,0,0
C100504,105214.7,5010.22,21,652.31,23699.8,1,0,0,0
C100505,58512.09,3079.58,19,276.31,8023.66,3,0,1,0
C100506,101976.12,4079.04,25,84.48,13177.16,2,0,1,0
C100507,81682.42,3889.64,21,309.52,20668.32,5,0,0,0
C100508,72869.79,4286.46,17,308.78,18694.28,1,0,1,0
C100509,106050.41,5581.6,19,458.97,19930.41,3,0,1,0
C100510,126415.35,6019.78,21,415.99,24563.38,5,0,0,0
C100511,54280.6,4523.38,12,165.57,17788.8,1,0,0,0
C100512,80749.26,5046.83,16,774.02,14685.01,1,0,0,0
C100513,46728.6,2459.4,19,76.91,6954.88,5,0,0,0
C100514,111568.97,6973.06,16,995.87,52741.7,5,0,0,0
C100515,67429.33,3746.07,18,628.83,12937.31,4,0,0,0
C100516,50631.84,3375.46,15,377.03,9941.76,4,0,1,0
C100517,129922.25,5413.43,24,379.92,62827.5,6,0,0,0
C100518,69797.02,3323.67,21,405.28,8119.4,5,0,2,0
C100519,109504.04,4761.05,23,559.16,18876.31,9,0,0,0
C100520,28261.2,2826.12,10,595.48,8044.43,5,0,0,0
C100521,108027.14,4696.83,23,414.87,23694.73,2,0,0,0
C100522,64812.25,3240.61,20,533.8,12306.57,3,0,2,0
C100523,77178.63,3858.93,20,441.57,12833.93,4,0,1,0
C100524,58891.52,4206.54,14,191.67,12133.46,2,0,1,0
C100525,79105.67,3766.94,21,165.23,11509.29,3,0,0,0
C100526,125642.89,6612.78,19,206.19,28737.03,6,0,0,0
C100527,83282.98,4383.31,19,723.11,15199.06,2,0,1,0
C100528,81355.18,5811.08,14,1044.85,25526.83,3,0,2,0
C100529,57440.11,3590.01,16,396.67,8248.76,3,0,0,0
C100530,70344.27,5862.02,12,728.38,18835.4,2,0,1,0
C100531,61497.05,5124.75,12,432.88,24671.36,3,1,0,0
C100532,59436.12,4572.01,13,270.93,17494.04,1,0,1,0
C100533,52592.37,2921.8,18,571.47,8410.2,2,0,2,0
C100534,65620.81,3645.6,18,913.54,9896.94,1,0,0,0
C100535,76926.62,4048.77,19,444.99,10180.18,4,0,2,0
C100536,97840.91,4253.95,23,546.36,13458.96,5,0,1,0
C100537,66964.97,5151.15,13,236.09,19720.96,2,1,1,0
C100538,48566.48,4047.21,12,808.36,10365.99,2,0,1,0
C100539,43480.69,3344.67,13,402.21,7296.55,2,0,1,0
C100540,79251.67,3602.35,22,671.69,20734.3,3,0,0,0
C100541,77647.81,4567.52,17,562.76,9741.9,4,0,0,0
C100542,39705.46,2836.1,14,278.36,6918.13,5,0,1,0
C100543,62961.05,2998.15,21,307.5,11398.69,3,0,1,0
C100544,131643.41,5723.63,23,613.43,15935.94,3,0,0,0
C100545,53007.86,3533.86,15,371.34,8954.99,1,0,1,0
C100546,148702.29,7081.06,21,605.68,51500.3,3,0,1,0
C100547,135568.66,5648.69,24,533.3,34507.42,6,0,2,0
C100548,65157.23,2832.92,23,331.66,11794.22,5,0,1,0
C100549,99949.47,4997.47,20,827.39,22972.34,6,0,2,0
C100550,131651.44,4875.98,27,466.14,23689.86,9,0,3,0
C100551,69471.18,4962.23,14,758.21,12515.15,3,0,0,0
C100552,95274.78,4763.74,20,694.79,13315.86,1,0,2,0
C100553,76387.27,3472.15,22,364.14,11017.29,1,0,1,0
C100554,92071.86,6576.56,14,683.77,41861.56,3,0,1,0
C100555,103799.55,5463.13,19,633.33,17364.97,4,0,0,0
C100556,106651.36,4847.79,22,255.62,22452.27,5,0,0,0
C100557,79555.65,4679.74,17,362.94,19471.78,1,0,0,0
C100558,85043.76,3270.91,26,452.64,14419.14,7,0,0,0
C100559,62658.65,3481.04,18,440.72,8479.66,6,0,1,0
C100560,54819.4,4216.88,13,793.02,17189.65,3,1,0,0
C100561,80308.62,3824.22,21,983.5,12104.09,3,1,0,0
C100562,53170.06,3544.67,15,290.77,13990.85,4,0,1,0
C100563,78128.45,5208.56,15,456.07,12504.86,4,0,1,0
C100564,83810.9,3809.59,22,925.04,9302.2,7,0,2,0
C100565,75963.77,5064.25,15,519.3,14257.56,3,0,1,0
C100566,62859.37,4190.62,15,514.97,12170.02,0,0,1,0
C100567,133298.89,5795.6,23,328.32,50474.65,6,0,0,0
C100568,92150.82,3686.03,25,209.52,18424.25,5,0,0,0
C100569,79461.03,3611.86,22,616.25,13043.69,2,0,0,0
C100570,67247.97,5172.92,13,577.56,18652.03,2,0,0,0
C100571,56655.64,4046.83,14,256.06,12097.71,2,0,0,0
C100572,65362.17,4357.48,15,364.52,10105.16,5,0,0,0
C100573,59721.02,3143.21,19,398.24,12154.61,2,0,0,0
C100574,41232.46,2945.18,14,604.32,10324.35,4,0,0,0
C100575,183295.31,8728.35,21,652.0,125782.45,4,0,1,0
C100576,70760.48,4422.53,16,314.31,12057.92,3,0,0,0
C100577,71089.28,3554.46,20,331.93,12912.79,2,0,0,0
C100578,58316.37,3887.76,15,831.98,11791.5,4,0,0,0
C100579,81211.74,4777.16,17,339.22,12243.64,3,0,1,0
C100580,100362.22,5282.22,19,475.58,36347.04,5,0,0,0
C100581,95109.6,4755.48,20,405.48,15396.17,5,0,1,0
C100582,44548.53,2121.36,21,228.97,4696.94,4,0,0,0
C100583,105191.6,6187.74,17,249.79,34109.48,3,0,0,0
C100584,137611.19,7645.07,18,480.53,58792.74,4,0,0,0
C100585,90435.97,3932.0,23,84.09,18728.74,4,0,0,0
C100586,42733.83,3884.89,11,850.0,11609.17,2,0,0,0
C100587,63433.56,3020.65,21,810.25,10248.36,3,1,1,0
C100588,103893.52,5468.08,19,746.92,26970.01,3,0,0,0
C100589,80471.7,4023.58,20,704.18,16684.47,1,0,1,0
C100590,164507.65,4700.22,35,661.43,17851.52,9,0,0,0
C100591,94960.46,4521.93,21,110.97,38969.59,2,0,1,0
C100592,81759.52,3554.76,23,438.01,15288.19,6,0,2,0
C100593,119103.97,5671.62,21,556.89,15968.53,2,0,1,0
C100594,136979.0,5707.46,24,419.53,25930.9,5,0,1,0
C100595,93344.94,4242.95,22,171.79,20531.36,5,0,0,0
C100596,70497.97,3524.9,20,167.72,15559.54,2,0,1,0
C100597,68695.22,3615.54,19,250.64,14302.21,4,0,1,0
C100598,66747.92,3034.0,22,602.94,8968.14,5,0,1,0
C100599,45848.01,2696.94,17,762.89,6731.8,3,0,1,0
C100600,85897.91,3904.45,22,285.18,16907.5,3,0,0,0
C100601,96127.94,4179.48,23,655.26,12073.21,4,0,0,0
C100602,55255.45,3250.32,17,174.86,14871.54,3,0,1,0
C100603,75865.5,3992.92,19,580.96,11586.81,4,0,0,0
C100604,87164.04,3352.46,26,366.41,9230.08,2,0,0,0
C100605,106447.94,4435.33,24,216.2,14641.52,7,0,1,0
C100606,108365.34,7224.36,15,368.75,29686.46,2,0,1,0
C100607,112118.21,6595.19,17,273.44,44540.63,4,0,1,0
C100608,75029.97,3262.17,23,251.2,12119.79,3,0,3,0
C100609,105804.83,5038.33,21,378.03,23062.53,7,0,2,0
C100610,110333.34,4797.1,23,730.61,22196.06,5,1,0,0
C100611,125303.34,4042.04,31,298.29,20293.09,4,0,0,0
C100612,72761.72,4280.1,17,535.58,8744.7,5,0,0,0
C100613,116377.65,4849.07,24,493.86,17618.94,3,0,1,0
C100614,85675.86,4509.26,19,598.9,42181.65,6,0,1,0
C100615,54126.05,3866.15,14,368.98,10296.98,4,0,1,0
C100616,39719.18,2647.95,15,208.01,6853.59,4,0,0,0
C100617,77798.24,3382.53,23,332.37,19574.5,1,0,1,0
C100618,82650.18,3306.01,25,673.25,12534.41,5,0,1,0
C100619,46957.09,3612.08,13,1094.15,10658.93,2,0,0,0
C100620,75227.58,3761.38,20,666.99,9610.12,5,0,1,0
C100621,83400.48,3475.02,24,672.61,15734.91,3,0,0,0
C100622,54177.62,4167.51,13,504.58,9822.78,3,0,0,0
C100623,50336.45,2516.82,20,555.32,7069.38,6,0,0,0
C100624,104615.67,3874.65,27,192.35,12033.44,2,0,1,0
C100625,37604.42,3418.58,11,301.8,15656.03,1,0,0,0
C100626,79010.1,4647.65,17,297.7,12385.88,4,0,0,0
C100627,80832.62,5773.76,14,771.24,17547.6,5,0,0,0
C100628,116378.76,4849.12,24,575.17,24652.99,1,0,0,0
C100629,78073.35,4592.55,17,253.64,18029.77,2,0,0,0
C100630,152119.01,6914.5,22,552.22,36887.23,6,0,0,0
C100631,74639.2,3731.96,20,592.83,11968.15,6,0,1,0
C100632,59003.29,3105.44,19,587.17,10084.14,4,0,0,0
C100633,98161.24,4461.87,22,816.32,20878.08,4,0,1,0
C100634,99199.0,5511.06,18,906.68,25798.18,4,0,2,0
C100635,62559.59,2606.65,24,625.12,7009.69,2,1,0,0
C100636,92241.18,3843.38,24,110.47,14882.91,4,0,5,0
C100637,105804.63,4809.3,22,753.39,23500.97,5,0,0,0
C100638,81365.51,4520.31,18,568.21,23866.03,5,0,2,0
C100639,77792.86,4862.05,16,895.81,19252.8,4,0,0,0
C100640,88780.37,4932.24,18,409.53,32805.65,2,0,1,0
C100641,80493.99,4734.94,17,528.85,16269.33,4,0,0,0
C100642,86574.46,4328.72,20,599.85,19823.32,7,0,0,0
C100643,46402.66,3314.48,14,579.13,14847.19,3,0,0,0
C100644,35115.28,2194.7,16,533.4,6455.34,4,0,0,0
C100645,35048.49,3186.23,11,537.06,10447.23,1,0,0,0
C100646,99182.41,4959.12,20,227.49,12319.96,3,0,0,0
C100647,114004.14,4071.58,28,577.04,25015.68,7,0,1,0
C100648,90872.77,4782.78,19,490.74,19777.47,5,1,0,0
C100649,52734.26,2775.49,19,421.8,10121.8,4,0,1,0
C100650,90989.52,4135.89,22,319.82,24801.44,8,0,1,0
C100651,81479.94,4074.0,20,298.9,22222.5,5,0,0,0
C100652,46984.9,4271.35,11,537.27,11390.8,2,0,1,0
C100653,113965.95,5426.95,21,324.77,19487.24,11,0,1,0
C100654,129126.45,6796.13,19,559.12,29541.45,4,0,2,0
C100655,47307.66,3639.05,13,410.49,7961.42,2,0,0,0
C100656,88184.5,3834.11,23,245.88,11791.71,1,0,1,0
C100657,62672.2,3298.54,19,548.77,8498.38,3,0,0,0
C100658,145553.05,8086.28,18,141.42,57532.32,5,0,1,0
C100659,58972.33,3931.49,15,286.73,11205.09,5,0,1,0
C100660,110825.72,4617.74,24,243.25,34024.99,6,0,1,0
C100661,48282.38,3448.74,14,1120.23,9336.25,1,0,1,0
C100662,86093.38,3443.74,25,432.73,7786.92,5,1,0,0
C100663,108609.46,4525.39,24,528.78,15637.03,5,0,0,0
C100664,44982.45,2811.4,16,300.59,9037.97,4,0,2,0
C100665,60846.27,3202.44,19,464.51,6504.24,1,0,0,0
C100666,99741.4,3694.13,27,600.16,15243.12,6,0,1,0
C100667,83723.01,4406.47,19,549.85,19387.12,4,0,0,0
C100668,38505.82,2750.42,14,434.43,6184.86,3,0,0,0
C100669,72017.25,5144.09,14,842.02,18579.86,1,0,3,0
C100670,39179.4,1958.97,20,234.6,6082.93,5,0,0,0
C100671,86425.26,5761.68,15,880.9,33605.03,1,0,0,0
C100672,121006.34,5762.21,21,592.48,25145.5,5,0,2,0
C100673,35254.3,2937.86,12,522.59,13426.63,4,0,1,0
C100674,71726.69,4482.92,16,318.18,25485.03,0,0,0,0
C100675,52261.99,2375.54,22,495.51,8026.94,6,0,0,0
C100676,74366.89,4374.52,17,901.84,16469.32,2,0,2,0
C100677,143323.57,7166.18,20,523.92,45662.71,2,0,0,0
C100678,68297.75,4878.41,14,946.87,20029.31,1,0,0,0
C100679,100478.11,4019.12,25,428.13,11548.01,7,0,1,0
C100680,122317.68,5824.65,21,564.31,41936.82,7,0,0,0
C100681,69584.62,4349.04,16,700.78,16767.28,2,0,1,0
C100682,79757.88,3797.99,21,320.35,10590.37,4,0,0,0
C100683,115802.33,6433.46,18,748.0,19579.68,3,0,1,0
C100684,84165.81,5260.36,16,889.49,18821.12,1,0,0,0
C100685,61281.1,2918.15,21,217.25,8989.31,2,0,1,0
C100686,35839.15,2239.95,16,831.08,7422.25,5,0,1,0
C100687,79004.82,4937.8,16,458.34,12817.79,3,0,0,0
C100688,68540.8,3427.04,20,270.51,10018.83,2,0,1,0
C100689,56459.22,2688.53,21,177.52,8607.3,2,1,1,0
C100690,69979.88,3498.99,20,317.6,12279.08,5,0,0,0
C100691,72720.19,3827.38,19,340.99,14218.23,5,0,0,0
C100692,108816.41,4731.15,23,621.27,29194.63,3,0,1,0
C100693,133289.36,6347.11,21,755.32,22950.73,2,0,0,0
C100694,55776.63,2935.61,19,368.37,10862.08,5,0,0,0
C100695,64577.04,3075.1,21,814.46,10049.54,6,0,0,0
C100696,83292.09,4383.79,19,404.73,13827.44,4,0,1,0
C100697,88627.79,4664.62,19,500.19,18029.96,4,0,0,0
C100698,79506.29,3312.76,24,302.44,21003.53,7,0,0,0
C100699,77556.58,3877.83,20,368.58,19763.67,2,0,0,0
C100700,24660.43,2241.86,11,250.95,7110.34,1,0,0,0
C100701,83842.79,4412.78,19,507.82,13470.12,5,0,0,0
C100702,71465.18,3573.26,20,374.32,16143.84,6,0,0,0
C100703,115990.25,4461.16,26,375.09,30978.89,6,0,1,0
C100704,45062.87,3004.19,15,1173.86,9118.6,4,0,0,0
C100705,40134.87,4013.49,10,1157.7,12721.9,3,0,0,0
C100706,140692.89,5862.2,24,430.57,24044.27,1,0,0,0
C100707,74695.18,3734.76,20,570.37,8919.45,3,0,1,0
C100708,65054.39,4336.96,15,1013.24,12117.46,4,0,0,0
C100709,98782.48,5810.73,17,900.14,19308.27,2,0,0,0
C100710,96533.51,3447.63,28,345.57,12988.46,4,0,2,0
C100711,59806.3,3518.02,17,1292.57,8695.42,5,0,2,0
C100712,87559.62,4377.98,20,1051.2,23126.1,3,0,0,0
C100713,60288.85,4306.35,14,867.62,15232.88,5,0,0,0
C100714,107141.56,4658.33,23,539.13,13422.49,3,0,3,0
C100715,59126.48,2956.32,20,265.98,16917.64,5,0,1,0
C100716,83324.9,3204.8,26,363.41,12018.2,7,0,0,0
C100717,57648.99,4804.08,12,263.61,24734.66,2,0,1,0
C100718,89392.65,4256.79,21,396.43,17405.29,4,0,2,0
C100719,69023.47,3451.17,20,361.02,12543.43,1,0,0,0
C100720,109877.44,6104.3,18,776.13,35563.59,5,0,1,0
C100721,58022.43,3223.47,18,953.31,6303.54,4,0,1,0
C100722,99750.1,4534.1,22,943.7,11565.89,3,0,0,0
C100723,21910.71,1991.88,11,457.88,3670.81,1,0,0,0
C100724,53628.15,4875.29,11,517.53,17356.53,2,1,0,0
C100725,100230.08,4357.83,23,357.21,27326.81,4,0,1,0
C100726,86220.36,3919.11,22,258.15,19443.03,5,0,0,0
C100727,59420.19,3961.35,15,393.18,12612.39,3,0,0,0
C100728,72878.62,5606.05,13,1281.52,20112.35,3,1,0,0
C100729,50529.83,2972.34,17,306.44,13202.73,3,1,1,0
C100730,134569.13,4984.04,27,193.15,32169.21,7,0,1,0
C100731,77375.07,4551.47,17,725.07,20076.74,3,0,0,0
C100732,59049.81,4217.84,14,229.06,11190.0,2,0,0,0
C100733,68489.93,4892.14,14,583.51,17644.66,3,0,1,0
C100734,72477.53,4831.84,15,288.63,18094.1,1,0,0,0
C100735,53060.77,4081.6,13,1009.71,20498.17,4,0,1,0
C100736,118893.39,5404.24,22,482.63,32029.63,9,0,1,0
C100737,92996.32,4227.11,22,234.51,11791.98,6,0,2,0
C100738,56404.55,3525.28,16,690.02,10852.92,2,0,1,0
C100739,100086.11,5004.31,20,553.31,24252.96,5,0,2,0
C100740,80386.43,4728.61,17,1135.83,26212.31,5,1,1,0
C100741,70098.96,5007.07,14,272.75,16070.98,2,0,0,0
C100742,46556.51,3879.71,12,631.1,13010.85,5,0,0,0
C100743,99077.01,3963.08,25,302.33,13830.6,6,1,0,0
C100744,141520.21,8324.72,17,664.93,29981.91,3,0,2,0
C100745,58338.07,3241.0,18,469.33,8518.92,3,0,1,0
C100746,65324.91,2969.31,22,393.65,11921.18,3,0,0,0
C100747,98717.27,4487.15,22,243.84,13278.64,4,0,1,0
C100748,46848.24,3603.71,13,767.76,10915.62,2,0,1,0
C100749,73610.55,4907.37,15,293.05,15432.0,4,0,0,0
C100750,67353.84,4490.26,15,166.05,31758.11,6,0,1,0
C100751,97554.65,4434.3,22,313.17,17458.2,5,0,1,0
C100752,62030.67,2953.84,21,498.56,10043.8,5,1,2,0
C100753,94467.17,4293.96,22,428.89,27701.87,0,0,1,0
C100754,113943.44,4069.41,28,360.63,8671.35,5,0,1,0
C100755,88135.78,4638.73,19,335.47,17881.31,4,0,0,0
C100756,83368.47,3969.93,21,288.37,20764.42,7,0,0,0
C100757,87032.02,4835.11,18,376.03,28962.72,6,0,1,0
C100758,124270.11,7310.01,17,555.11,56299.54,4,0,1,0
C100759,101610.26,5645.01,18,1136.94,16399.8,3,0,0,0
C100760,78667.77,3933.39,20,666.02,9462.58,5,0,1,0
C100761,176062.35,6520.83,27,475.73,51941.02,4,0,1,0
C100762,62617.08,4816.7,13,127.21,10795.27,0,0,1,0
C100763,91700.47,5731.28,16,419.02,26637.63,2,0,2,0
C100764,89379.6,4468.98,20,669.81,13546.83,3,0,0,0
C100765,98903.55,6181.47,16,444.66,20341.41,2,0,0,0
C100766,75436.94,2901.42,26,53.2,15702.76,6,0,1,0
C100767,95029.15,3959.55,24,440.37,19171.83,4,0,0,0
C100768,42667.85,3282.14,13,699.9,7889.51,0,0,1,0
C100769,126141.72,5733.71,22,586.26,26641.28,8,0,0,0
C100770,78710.15,4919.38,16,472.69,26211.87,3,0,0,0
C100771,50882.65,2826.81,18,315.6,6218.47,5,0,1,0
C100772,58055.61,2764.55,21,286.4,13347.15,5,0,3,0
C100773,43632.34,3356.33,13,563.54,13021.72,2,0,0,0
C100774,81457.53,3878.93,21,460.99,15378.12,3,0,0,0
C100775,73200.02,5630.77,13,986.45,20799.04,3,0,0,0
C100776,106387.81,4255.51,25,168.36,14073.25,5,0,2,0
C100777,110506.53,5262.22,21,334.63,33413.25,2,1,1,0
C100778,96108.39,4178.63,23,593.35,22112.6,7,0,2,0
C100779,104025.07,4728.41,22,271.71,32899.56,2,0,0,0
C100780,53622.15,2979.01,18,485.55,9336.85,2,0,1,0
C100781,53236.27,2957.57,18,703.61,8363.01,5,0,1,0
C100782,152058.17,7602.91,20,677.46,66234.24,2,0,0,0
C100783,65163.53,4344.24,15,478.05,19493.41,3,0,0,0
C100784,87526.27,3805.49,23,562.02,9976.71,3,0,2,0
C100785,78177.11,4343.17,18,525.82,40675.39,3,1,2,0
C100786,104605.64,5230.28,20,94.32,19279.75,2,0,3,0
C100787,71934.93,5994.58,12,637.24,38339.39,0,0,0,0
C100788,45372.79,2835.8,16,440.42,7010.61,2,0,0,0
C100789,85978.01,4298.9,20,506.07,24586.28,6,0,2,0
C100790,104142.04,4959.14,21,245.73,22676.44,5,1,0,0
C100791,49930.09,2496.5,20,465.99,5146.26,4,0,0,0
C100792,158213.33,5455.63,29,342.31,29912.71,2,0,0,0
C100793,78936.41,4643.32,17,441.63,12668.44,3,0,0,0
C100794,54683.94,3038.0,18,660.9,7295.48,6,0,1,0
C100795,50972.93,3398.2,15,997.8,9656.18,4,0,1,0
C100796,41472.49,3190.19,13,478.9,8207.61,4,0,0,0
C100797,128386.49,4427.12,29,351.01,14071.47,9,0,1,0
C100798,57612.74,3388.98,17,698.22,9565.49,1,0,1,0
C100799,65818.15,5062.93,13,665.85,26781.86,4,0,0,0
C100800,54254.28,3191.43,17,342.3,9136.94,2,0,0,0
C100801,79279.63,3775.22,21,474.93,16703.12,1,0,0,0
C100802,27962.52,1864.17,15,298.91,5671.0,6,0,1,0
C100803,78139.44,4341.08,18,485.21,14826.79,3,0,1,0
C100804,104661.25,5233.06,20,745.7,12099.36,2,0,0,0
C100805,75333.17,3964.9,19,609.96,12268.79,2,0,1,0
C100806,41805.96,3800.54,11,963.02,9878.84,1,0,0,0
C100807,71198.67,4188.16,17,287.65,21201.77,2,0,0,0
C100808,90727.37,3360.27,27,288.92,8974.54,8,0,3,0
C100809,55310.54,3687.37,15,404.99,10731.19,5,0,1,0
C100810,90496.25,6033.08,15,388.63,29778.24,1,0,1,0
C100811,111867.94,5593.4,20,728.12,19754.56,5,0,0,0
C100812,90336.3,4301.73,21,395.13,14067.3,5,0,0,0
C100813,53678.48,3157.56,17,252.13,11257.99,6,0,0,0
C100814,43547.38,2291.97,19,239.86,5276.3,2,0,0,0
C100815,83303.36,3332.13,25,490.62,13674.27,7,0,1,0
C100816,46461.18,3871.76,12,399.31,9180.26,1,0,1,0
C100817,95697.87,6379.86,15,540.64,28279.32,4,0,0,0
C100818,84508.29,6036.31,14,414.76,28058.47,4,0,0,0
C100819,68564.44,3809.14,18,332.43,13274.55,4,0,0,0
C100820,52763.22,4396.94,12,494.39,13368.29,1,1,0,0
C100821,78165.02,4597.94,17,190.15,14176.54,4,0,0,0
C100822,92768.02,4033.39,23,301.65,23484.23,7,0,0,0
C100823,86538.24,4326.91,20,302.58,16136.53,6,0,0,0
C100824,35896.33,2564.02,14,456.86,5651.0,3,0,0,0
C100825,54243.57,3013.53,18,505.31,12967.27,7,0,1,0
C100826,40640.03,3386.67,12,686.7,8316.73,1,0,0,0
C100827,135216.81,7953.93,17,440.35,38615.53,4,0,1,0
C100828,87647.87,3810.78,23,324.0,13015.86,10,0,0,0
C100829,101144.15,4214.34,24,133.75,13815.7,3,0,0,0
C100830,140447.81,7022.39,20,540.86,51305.29,2,0,1,0
C100831,90092.1,3753.84,24,128.17,18595.24,5,0,2,0
C100832,67210.19,3055.01,22,172.69,10914.7,5,0,0,0
C100833,50488.74,2804.93,18,427.41,10486.85,4,0,0,0
C100834,83106.91,4888.64,17,782.3,18683.42,3,0,0,0
C100835,72467.23,3623.36,20,538.06,14561.85,2,0,0,0
C100836,68189.21,3788.29,18,745.03,16755.45,4,0,0,0
C100837,139083.5,4795.98,29,423.57,27304.7,6,0,3,0
C100838,60306.84,3174.04,19,122.94,15933.4,6,0,1,0
C100839,51091.28,3193.2,16,455.5,8343.35,2,0,0,0
