sender_id,tx_count,counterparties,avg_amount,tx_window_days,tx_per_day
C100733,14,14,4892.14,84,0.167
C100734,15,15,4831.84,88,0.17
C100735,13,13,4081.6,88,0.148
C100736,22,22,5404.24,94,0.234
C100737,22,22,4227.11,85,0.259
C100738,16,16,3525.28,71,0.225
C100739,20,20,5004.31,77,0.26
C100740,17,17,4728.61,83,0.205
C100741,14,14,5007.07,81,0.173
C100742,12,12,3879.71,90,0.133
C100743,25,25,3963.08,90,0.278
C100744,17,17,8324.72,88,0.193
C100745,18,18,3241.0,87,0.207
C100746,22,22,2969.31,85,0.259
C100747,22,22,4487.15,92,0.239
C100748,13,13,3603.71,90,0.144
C100749,15,15,4907.37,94,0.16
C100750,15,15,4490.26,79,0.19
C100751,22,22,4434.3,81,0.272
C100752,21,21,2953.84,92,0.228
C100753,22,21,4293.96,93,0.237
C100754,28,28,4069.41,91,0.308
C100755,19,19,4638.73,92,0.207
C100756,21,21,3969.93,92,0.228
C100757,18,18,4835.11,91,0.198
C100758,17,17,7310.01,85,0.2
C100759,18,16,5645.01,79,0.228
C100760,20,20,3933.39,90,0.222
C100761,27,26,6520.83,84,0.321
C100762,13,13,4816.7,89,0.146
C100763,16,16,5731.28,79,0.203
C100764,20,20,4468.98,87,0.23
C100765,16,16,6181.47,69,0.232
C100766,26,25,2901.42,87,0.299
C100767,24,24,3959.55,90,0.267
C100768,13,13,3282.14,78,0.167
C100769,22,22,5733.71,90,0.244
C100770,16,16,4919.38,89,0.18
C100771,18,17,2826.81,72,0.25
C100772,21,21,2764.55,93,0.226
C100773,13,13,3356.33,86,0.151
C100774,21,21,3878.93,87,0.241
C100775,13,13,5630.77,88,0.148
C100776,25,24,4255.51,94,0.266
C100777,21,21,5262.22,89,0.236
C100778,23,23,4178.63,70,0.329
C100779,22,22,4728.41,90,0.244
C100780,18,18,2979.01,93,0.194
C100781,18,18,2957.57,74,0.243
C100782,20,20,7602.91,85,0.235
C100783,15,15,4344.24,74,0.203
C100784,23,23,3805.49,91,0.253
C100785,18,17,4343.17,91,0.198
C100786,20,20,5230.28,80,0.25
C100787,12,12,5994.58,70,0.171
C100788,16,16,2835.8,84,0.19
C100789,20,20,4298.9,93,0.215
C100790,21,21,4959.14,90,0.233
C100791,20,20,2496.5,88,0.227
C100792,29,29,5455.63,94,0.309
C100793,17,17,4643.32,91,0.187
C100794,18,18,3038.0,87,0.207
C100795,15,15,3398.2,93,0.161
C100796,13,13,3190.19,87,0.149
C100797,29,28,4427.12,92,0.315
C100798,17,17,3388.98,93,0.183
C100799,13,13,5062.93,94,0.138
C100800,17,17,3191.43,88,0.193
C100801,21,20,3775.22,78,0.269
C100802,15,15,1864.17,74,0.203
C100803,18,18,4341.08,85,0.212
C100804,20,19,5233.06,75,0.267
C100805,19,19,3964.9,88,0.216
C100806,11,11,3800.54,94,0.117
C100807,17,17,4188.16,79,0.215
C100808,27,26,3360.27,89,0.303
C100809,15,15,3687.37,62,0.242
C100810,15,15,6033.08,92,0.163
C100811,20,20,5593.4,88,0.227
C100812,21,21,4301.73,83,0.253
C100813,17,17,3157.56,86,0.198
C100814,19,19,2291.97,84,0.226
C100815,25,24,3332.13,84,0.298
C100816,12,12,3871.76,79,0.152
C100817,15,15,6379.86,85,0.176
C100818,14,13,6036.31,74,0.189
C100819,18,18,3809.14,91,0.198
C100820,12,12,4396.94,85,0.141
C100821,17,17,4597.94,90,0.189
C100822,23,23,4033.39,88,0.261
C100823,20,20,4326.91,85,0.235
C100824,14,13,2564.02,76,0.184
C100825,18,18,3013.53,93,0.194
C100826,12,12,3386.67,77,0.156
C100827,17,17,7953.93,88,0.193
C100828,23,23,3810.78,89,0.258
C100829,24,24,4214.34,89,0.27
C100830,20,20,7022.39,79,0.253
C100831,24,24,3753.84,68,0.353
C100832,22,22,3055.01,93,0.237
C100833,18,18,2804.93,78,0.231
C100834,17,17,4888.64,89,0.191
C100835,20,20,3623.36,81,0.247
C100836,18,18,3788.29,92,0.196
C100837,29,27,4795.98,79,0.367
C100838,19,19,3174.04,83,0.229
C100839,16,16,3193.2,79,0.203
C100840,17,16,3379.25,91,0.187
C100841,14,14,3448.02,88,0.159
C100842,20,20,4948.29,93,0.215
C100843,12,12,3364.1,91,0.132
C100844,15,15,3385.25,67,0.224
C100845,13,13,7105.32,92,0.141
C100846,23,23,3954.65,76,0.303
C100847,27,27,3873.96,83,0.325
C100848,10,10,5847.34,82,0.122
C100849,14,14,3714.39,68,0.206
C100850,18,18,5121.43,90,0.2
C100851,12,12,10963.98,85,0.141
C100852,15,15,9230.55,86,0.174
C100853,28,28,4886.32,85,0.329
C100854,22,21,3688.3,82,0.268
C100855,14,14,5601.39,88,0.159
C100856,14,14,4277.35,92,0.152
C100857,16,16,7593.55,94,0.17
C100858,12,12,3585.69,93,0.129
C100859,16,16,3794.16,95,0.168
C100860,26,26,4579.91,90,0.289
C100861,17,17,8238.99,83,0.205
C100862,13,13,2060.32,92,0.141
C100863,20,20,3433.94,83,0.241
C100864,25,25,3023.94,91,0.275
C100865,17,17,5509.86,76,0.224
C100866,22,22,4443.2,91,0.242
C100867,16,15,3791.91,83,0.193
C100868,10,10,4841.96,93,0.108
C100869,11,11,9696.71,81,0.136
C100870,17,17,4958.45,74,0.23
C100871,17,17,7850.07,85,0.2
C100872,16,16,4099.78,76,0.211
C100873,21,21,3284.54,89,0.236
C100874,21,21,4343.38,80,0.262
C100875,16,16,4737.7,95,0.168
C100876,18,18,2867.59,90,0.2
C100877,23,23,3269.67,94,0.245
C100878,20,20,3987.2,95,0.211
C100879,17,17,4387.48,81,0.21
C100880,20,20,5322.09,84,0.238
C100881,15,15,2886.46,90,0.167
C100882,11,11,7634.75,73,0.151
C100883,14,14,3736.44,84,0.167
C100884,15,14,4484.34,91,0.165
C100885,16,16,8169.91,88,0.182
C100886,24,24,4333.7,90,0.267
C100887,24,24,4986.65,92,0.261
C100888,22,22,3391.81,91,0.242
C100889,12,12,9151.4,76,0.158
C100890,20,20,4426.69,86,0.233
C100891,17,17,2968.98,86,0.198
C100892,26,25,4193.87,91,0.286
C100893,18,18,5000.38,91,0.198
C100894,21,21,3675.85,87,0.241
C100895,21,21,2467.04,86,0.244
C100896,18,18,4406.38,88,0.205
C100897,11,11,3553.72,74,0.149
C100898,16,16,5786.15,90,0.178
C100899,21,21,3726.55,63,0.333
C100900,19,19,3502.2,90,0.211
C100901,11,11,3936.15,76,0.145
C100902,25,24,6017.11,95,0.263
C100903,20,20,3458.94,94,0.213
C100904,18,18,3511.28,78,0.231
C100905,20,20,5155.94,73,0.274
C100906,17,17,5926.91,87,0.195
C100907,21,20,5034.1,93,0.226
C100908,19,18,3811.42,84,0.226
C100909,22,22,4647.48,90,0.244
C100910,20,20,6268.54,90,0.222
C100911,15,15,5025.78,79,0.19
C100912,19,19,3255.07,90,0.211
C100913,24,23,3278.87,90,0.267
C100914,18,18,3442.62,91,0.198
C100915,22,22,5859.39,93,0.237
C100916,17,17,4849.25,87,0.195
C100917,19,19,6051.82,89,0.213
C100918,16,16,3302.15,64,0.25
C100919,13,13,3547.02,90,0.144
C100920,12,12,2475.84,79,0.152
C100921,20,20,3506.15,93,0.215
C100922,17,17,4485.05,87,0.195
C100923,14,14,4697.99,84,0.167
C100924,16,16,9830.3,93,0.172
C100925,18,18,3357.83,82,0.22
C100926,24,24,3343.93,90,0.267
C100927,16,16,4160.48,92,0.174
C100928,13,13,5368.72,93,0.14
C100929,16,16,5885.3,89,0.18
C100930,23,23,3732.4,87,0.264
C100931,21,21,3469.57,77,0.273
C100932,33,33,4910.35,93,0.355
C100933,17,17,3526.45,90,0.189
C100934,15,15,4177.01,83,0.181
C100935,26,26,3321.14,90,0.289
C100936,16,16,5297.79,73,0.219
C100937,18,18,4148.49,72,0.25
C100938,15,15,10802.54,87,0.172
C100939,18,18,11076.67,90,0.2
C100940,28,28,4540.12,88,0.318
C100941,20,20,3937.56,93,0.215
C100942,27,27,4026.81,94,0.287
C100943,22,21,2603.94,90,0.244
C100944,15,14,6499.28,89,0.169
C100945,17,17,3687.22,87,0.195
C100946,22,22,3820.19,93,0.237
C100947,16,16,4347.62,92,0.174
C100948,16,15,4591.83,75,0.213
C100949,21,21,6057.56,95,0.221
C100950,14,13,6909.68,75,0.187
C100951,16,15,5222.71,75,0.213
C100952,18,18,3479.76,82,0.22
C100953,22,22,3991.39,93,0.237
C100954,19,19,3751.84,91,0.209
C100955,29,29,5368.6,87,0.333
C100956,19,19,3870.2,92,0.207
C100957,19,19,2903.7,92,0.207
C100958,17,17,2760.36,82,0.207
C100959,19,19,3683.36,78,0.244
C100960,11,11,3101.44,87,0.126
C100961,21,21,4440.11,83,0.253
C100962,20,20,4105.99,88,0.227
C100963,20,20,4124.85,90,0.222
C100964,14,14,2419.8,91,0.154
C100965,15,15,4887.03,82,0.183
C100966,18,18,4370.08,81,0.222
C100967,17,17,4744.55,79,0.215
C100968,19,19,3731.03,94,0.202
C100969,25,25,4186.09,82,0.305
C100970,26,26,4929.28,79,0.329
C100971,16,16,3152.88,94,0.17
C100972,17,17,4611.02,78,0.218
C100973,22,21,2424.18,84,0.262
C100974,17,17,6335.95,89,0.191
C100975,20,20,4612.49,93,0.215
C100976,19,18,3140.88,81,0.235
C100977,18,18,5208.49,89,0.202
C100978,15,15,5202.34,86,0.174
C100979,20,20,3505.67,79,0.253
C100980,17,17,4571.32,85,0.2
C100981,16,16,3854.87,92,0.174
C100982,15,15,4432.97,88,0.17
C100983,19,19,5396.99,71,0.268
C100984,19,19,3009.81,85,0.224
C100985,13,13,4230.69,73,0.178
C100986,14,14,5292.57,70,0.2
C100987,25,25,3615.24,92,0.272
C100988,13,13,4330.21,86,0.151
C100989,9,9,2748.93,82,0.11
C100990,19,19,4007.11,88,0.216
C100991,17,17,3163.77,83,0.205
C100992,18,18,2950.31,95,0.189
C100993,19,19,4003.47,91,0.209
C100994,15,15,4204.46,89,0.169
C100995,18,18,3845.11,94,0.191
C100996,11,11,3254.41,85,0.129
C100997,27,26,5900.17,87,0.31
C100998,23,23,2974.73,92,0.25
C100999,16,16,2700.74,77,0.208
C101000,21,21,5064.29,61,0.344
C101001,18,18,7904.84,75,0.24
C101002,16,16,4453.3,91,0.176
C101003,23,23,5343.76,91,0.253
C101004,18,18,3375.69,87,0.207
C101005,14,14,8389.7,74,0.189
C101006,23,23,4038.35,92,0.25
C101007,14,14,3301.06,92,0.152
C101008,14,14,5572.17,87,0.161
C101009,11,11,3245.08,85,0.129
C101010,14,14,2183.68,89,0.157
C101011,20,20,3865.97,88,0.227
C101012,14,14,4535.22,90,0.156
C101013,14,14,5603.03,93,0.151
C101014,26,25,4385.08,89,0.292
C101015,22,22,3598.23,92,0.239
C101016,12,12,4120.28,93,0.129
C101017,19,19,4449.96,77,0.247
C101018,28,28,6245.34,93,0.301
C101019,21,21,3755.35,90,0.233
C101020,8,8,6945.29,89,0.09
C101021,23,23,6304.67,89,0.258
C101022,22,21,5652.18,92,0.239
C101023,24,24,4549.56,89,0.27
C101024,16,15,4320.63,87,0.184
C101025,12,12,5676.58,85,0.141
C101026,20,20,2530.55,91,0.22
C101027,12,12,5449.53,93,0.129
C101028,18,18,3967.02,91,0.198
C101029,21,21,4101.91,89,0.236
C101030,13,13,5543.16,82,0.159
C101031,20,20,4151.26,91,0.22
C101032,12,12,4679.17,87,0.138
C101033,20,20,5356.16,90,0.222
C101034,18,18,5600.39,92,0.196
C101035,16,16,6687.7,89,0.18
C101036,22,22,3842.67,90,0.244
C101037,19,19,5725.0,92,0.207
C101038,24,24,6024.37,94,0.255
C101039,18,18,8942.25,92,0.196
C101040,18,17,2975.03,84,0.214
C101041,15,15,4438.5,81,0.185
C101042,17,17,6467.77,79,0.215
C101043,14,14,8280.55,86,0.163
C101044,22,22,2974.07,86,0.256
C101045,17,17,5312.1,90,0.189
C101046,24,23,4499.44,75,0.32
C101047,24,24,2647.66,88,0.273
C101048,32,32,5302.11,92,0.348
C101049,22,22,3526.65,93,0.237
C101050,16,16,4118.64,87,0.184
C101051,18,18,3727.95,90,0.2
C101052,19,19,2394.85,84,0.226
C101053,22,21,3817.45,85,0.259
C101054,22,22,6215.55,88,0.25
C101055,15,15,8346.1,77,0.195
C101056,20,20,6256.19,93,0.215
C101057,24,24,4193.39,89,0.27
C101058,21,21,4480.45,92,0.228
C101059,15,15,6592.52,85,0.176
C101060,16,16,8304.13,80,0.2
C101061,28,28,3584.11,93,0.301
C101062,14,14,5158.58,92,0.152
C101063,24,24,3594.73,71,0.338
C101064,18,18,3653.43,95,0.189
C101065,21,21,6408.94,85,0.247
C101066,21,21,4500.7,91,0.231
C101067,28,28,5315.45,89,0.315
C101068,16,16,5353.02,62,0.258
C101069,9,9,3546.12,75,0.12
C101070,17,17,6783.42,81,0.21
C101071,13,13,2917.26,79,0.165
C101072,16,16,4641.77,91,0.176
C101073,25,23,3746.59,89,0.281
C101074,25,25,3020.63,71,0.352
C101075,16,15,3231.73,90,0.178
C101076,17,17,4272.53,86,0.198
C101077,12,12,4722.34,87,0.138
C101078,23,23,4077.78,83,0.277
C101079,20,20,3136.3,78,0.256
C101080,15,15,3395.38,92,0.163
C101081,21,21,4521.52,93,0.226
C101082,26,26,5686.5,95,0.274
C101083,20,20,4228.4,88,0.227
C101084,20,20,4248.28,84,0.238
C101085,15,15,5022.09,76,0.197
C101086,26,26,3422.74,94,0.277
C101087,13,13,3730.81,89,0.146
C101088,15,15,3819.92,93,0.161
C101089,19,19,4542.68,88,0.216
C101090,15,15,5989.89,92,0.163
C101091,14,13,3524.79,92,0.152
C101092,21,21,5504.33,76,0.276
C101093,13,13,2195.32,69,0.188
C101094,17,17,2917.76,90,0.189
C101095,19,19,4387.89,80,0.238
C101096,19,19,5818.53,90,0.211
C101097,19,19,4617.47,88,0.216
C101098,27,26,4823.6,87,0.31
C101099,15,15,2892.12,89,0.169
C101100,18,18,3751.23,84,0.214
C101101,9,9,2679.56,86,0.105
C101102,18,18,5123.92,95,0.189
C101103,22,22,5568.72,91,0.242
C101104,13,13,3845.78,74,0.176
C101105,17,17,5767.63,88,0.193
C101106,29,29,3165.43,90,0.322
C101107,17,17,3775.71,88,0.193
C101108,24,24,4471.43,91,0.264
C101109,12,12,4178.02,77,0.156
C101110,15,15,7056.32,82,0.183
C101111,18,18,3813.68,90,0.2
C101112,24,24,4298.76,91,0.264
C101113,30,29,2950.82,94,0.319
C101114,22,22,4095.1,86,0.256
C101115,15,15,4354.84,92,0.163
C101116,21,21,4414.18,91,0.231
C101117,21,21,2735.25,91,0.231
C101118,22,22,5474.91,91,0.242
C101119,21,20,4690.34,93,0.226
C101120,24,23,7022.31,93,0.258
C101121,20,19,3284.94,87,0.23
C101122,22,22,5460.78,90,0.244
C101123,14,14,4286.92,83,0.169
C101124,16,16,2954.01,93,0.172
C101125,23,23,2907.73,72,0.319
C101126,25,25,4364.94,84,0.298
C101127,17,17,5296.95,81,0.21
C101128,13,13,4168.55,76,0.171
C101129,17,16,2845.8,81,0.21
C101130,14,14,2355.33,84,0.167
C101131,15,15,2883.06,72,0.208
C101132,18,18,6918.36,80,0.225
C101133,9,9,5376.16,66,0.136
C101134,15,15,6057.36,89,0.169
C101135,16,16,7525.68,94,0.17
C101136,13,13,4188.35,90,0.144
C101137,16,16,3322.56,95,0.168
C101138,28,28,6873.74,92,0.304
C101139,18,18,3281.37,80,0.225
C101140,22,22,5686.56,91,0.242
C101141,26,26,5950.54,88,0.295
C101142,23,22,5294.33,84,0.274
C101143,29,29,2956.45,91,0.319
C101144,14,14,3872.02,80,0.175
C101145,19,18,4556.78,75,0.253
C101146,21,21,4459.32,78,0.269
C101147,18,18,2979.24,88,0.205
C101148,20,20,2274.27,86,0.233
C101149,18,18,4076.11,92,0.196
C101150,17,17,3711.86,83,0.205
C101151,19,19,5769.94,67,0.284
C101152,18,18,1829.74,91,0.198
C101153,17,17,2967.69,91,0.187
C101154,19,19,4851.1,90,0.211
C101155,18,18,3277.39,90,0.2
C101156,17,17,2950.56,76,0.224
C101157,19,19,4560.55,82,0.232
C101158,14,14,3716.33,92,0.152
C101159,13,13,6775.7,84,0.155
C101160,15,15,3965.06,80,0.188
C101161,14,14,3521.31,85,0.165
C101162,21,21,4589.04,95,0.221
C101163,16,16,4067.16,92,0.174
C101164,19,19,7353.13,92,0.207
C101165,24,23,2738.03,92,0.261
C101166,23,23,4515.32,91,0.253
C101167,24,24,7091.51,92,0.261
C101168,13,13,6668.61,95,0.137
C101169,17,17,3205.29,91,0.187
C101170,19,18,5816.17,94,0.202
C101171,14,14,6826.52,87,0.161
C101172,18,18,4994.95,76,0.237
C101173,10,10,4498.44,87,0.115
C101174,24,24,2932.1,94,0.255
C101175,20,20,3875.12,80,0.25
C101176,10,10,2836.74,89,0.112
C101177,16,15,3178.14,76,0.211
C101178,16,16,6144.55,89,0.18
C101179,18,18,4675.07,86,0.209
C101180,27,27,3397.18,95,0.284
C101181,20,20,3421.91,85,0.235
C101182,23,23,2201.22,84,0.274
C101183,14,14,6187.42,81,0.173
C101184,18,18,6467.16,84,0.214
C101185,21,21,4891.69,94,0.223
C101186,16,16,3598.19,87,0.184
C101187,13,13,5676.08,83,0.157
C101188,19,19,4581.0,80,0.238
C101189,22,22,3790.9,91,0.242
C101190,19,19,4331.07,88,0.216
C101191,15,14,5227.73,92,0.163
C101192,19,19,2474.67,90,0.211
C101193,21,20,4653.27,94,0.223
C101194,10,10,4907.9,75,0.133
C101195,22,21,4408.06,90,0.244
C101196,18,18,4160.58,88,0.205
C101197,11,11,4531.91,69,0.159
C101198,29,27,4193.93,85,0.341
C101199,23,23,3329.42,89,0.258
C101200,21,21,4501.68,85,0.247
C101201,20,20,4105.1,87,0.23
C101202,11,11,4108.61,90,0.122
C101203,21,21,4710.52,85,0.247
C101204,20,20,3662.74,90,0.222
C101205,16,16,2970.45,80,0.2
C101206,14,14,3195.02,85,0.165
C101207,18,18,4725.21,91,0.198
C101208,29,29,5178.55,87,0.333
C101209,15,15,6305.37,82,0.183
C101210,22,22,5306.15,80,0.275
C101211,18,18,4910.67,75,0.24
C101212,17,17,4969.13,91,0.187
C101213,14,14,5543.01,84,0.167
C101214,6,6,2697.97,69,0.087
C101215,21,21,4953.54,92,0.228
C101216,18,18,3620.31,88,0.205
C101217,25,24,3514.29,83,0.301
C101218,17,17,6386.17,76,0.224
C101219,15,15,4733.67,87,0.172
C101220,22,22,3265.55,94,0.234
C101221,21,21,4657.75,67,0.313
C101222,25,25,4601.08,88,0.284
C101223,24,24,5460.54,92,0.261
C101224,19,19,4410.07,89,0.213
C101225,23,23,6292.54,92,0.25
C101226,20,20,2665.26,94,0.213
C101227,14,14,6240.11,94,0.149
C101228,18,16,2419.57,80,0.225
C101229,16,16,4599.21,62,0.258
C101230,21,21,7094.63,88,0.239
C101231,15,14,3019.95,76,0.197
C101232,16,16,4394.4,87,0.184
C101233,17,17,3383.33,94,0.181
C101234,14,14,5188.62,88,0.159
C101235,18,18,2771.74,95,0.189
C101236,11,11,2365.45,65,0.169
C101237,23,22,3423.0,90,0.256
C101238,16,16,2074.62,87,0.184
C101239,12,12,5180.96,54,0.222
C101240,29,29,3109.77,91,0.319
C101241,19,19,3700.37,85,0.224
C101242,14,14,2943.4,87,0.161
C101243,22,22,5187.83,76,0.289
C101244,18,18,4768.19,89,0.202
C101245,15,15,3524.44,86,0.174
C101246,18,18,7788.75,89,0.202
C101247,13,13,2726.29,92,0.141
C101248,18,17,3717.11,82,0.22
C101249,20,20,5304.39,81,0.247
C101250,16,16,5895.62,82,0.195
C101251,17,17,6674.46,88,0.193
C101252,23,22,4602.7,93,0.247
C101253,16,16,5454.62,88,0.182
C101254,12,11,6442.66,86,0.14
C101255,15,15,4943.7,90,0.167
C101256,25,25,3204.52,88,0.284
C101257,13,13,4101.29,93,0.14
C101258,20,20,3618.68,92,0.217
C101259,14,14,4023.24,77,0.182
C101260,14,14,4298.95,80,0.175
C101261,16,16,3505.53,74,0.216
C101262,23,23,3166.54,77,0.299
C101263,24,24,4254.33,93,0.258
C101264,17,17,3076.8,78,0.218
C101265,17,17,4172.99,89,0.191
C101266,25,25,6877.12,92,0.272
C101267,20,20,4323.96,90,0.222
C101268,11,10,4989.97,86,0.128
C101269,15,15,4717.31,89,0.169
C101270,24,24,4229.75,94,0.255
C101271,18,18,3331.56,88,0.205
C101272,14,14,4035.05,73,0.192
C101273,21,21,6665.84,80,0.262
C101274,24,24,4530.8,86,0.279
C101275,20,20,4410.89,87,0.23
C101276,24,24,8961.38,89,0.27
C101277,23,23,4174.84,91,0.253
C101278,25,25,5565.13,82,0.305
C101279,23,22,4259.97,91,0.253
C101280,24,24,3721.3,90,0.267
C101281,14,14,5040.12,69,0.203
C101282,23,23,3109.33,90,0.256
C101283,17,17,5645.75,92,0.185
C101284,14,14,4546.63,60,0.233
C101285,17,17,4126.63,84,0.202
C101286,17,17,4172.38,78,0.218
C101287,22,22,4040.15,87,0.253
C101288,19,18,5348.92,82,0.232
C101289,18,18,5457.3,89,0.202
C101290,16,16,4093.2,46,0.348
C101291,15,15,7885.36,85,0.176
C101292,22,22,4777.59,78,0.282
C101293,20,20,3503.56,78,0.256
C101294,14,14,5346.05,83,0.169
C101295,16,16,4945.73,84,0.19
C101296,16,16,5751.02,75,0.213
C101297,24,24,5048.1,93,0.258
C101298,13,13,5740.95,76,0.171
C101299,24,24,5934.75,89,0.27
C101300,12,12,2887.95,70,0.171
C101301,17,17,6605.19,83,0.205
C101302,23,23,2101.74,85,0.271
C101303,22,22,3475.61,83,0.265
C101304,22,22,4030.41,83,0.265
C101305,11,11,4197.0,74,0.149
C101306,20,20,5099.34,92,0.217
C101307,25,24,2726.85,76,0.329
C101308,18,18,4829.16,75,0.24
C101309,15,15,3210.16,92,0.163
C101310,13,13,5800.81,89,0.146
C101311,16,16,2474.55,83,0.193
C101312,18,18,3371.83,85,0.212
C101313,19,19,2018.01,78,0.244
C101314,22,22,4029.98,88,0.25
C101315,19,19,3198.51,93,0.204
C101316,18,18,3183.46,79,0.228
C101317,22,22,6001.1,93,0.237
C101318,18,18,6695.22,86,0.209
C101319,20,20,3193.31,94,0.213
C101320,14,14,4970.23,79,0.177
C101321,24,23,5311.1,89,0.27
C101322,20,20,5911.83,94,0.213
C101323,20,20,4929.22,94,0.213
C101324,12,12,5907.05,72,0.167
C101325,19,19,4556.13,92,0.207
C101326,21,21,5706.44,84,0.25
C101327,14,14,4741.82,85,0.165
C101328,23,23,6632.25,80,0.288
C101329,15,14,5207.14,93,0.161
C101330,22,22,3291.92,85,0.259
C101331,11,11,4558.4,86,0.128
C101332,15,15,4926.95,90,0.167
C101333,19,19,3459.25,90,0.211
C101334,14,14,2101.06,93,0.151
C101335,13,13,3537.6,88,0.148
C101336,17,17,4891.7,86,0.198
C101337,21,21,2595.4,92,0.228
C101338,23,23,5706.19,89,0.258
C101339,24,24,4940.98,89,0.27
C101340,12,11,5392.74,82,0.146
C101341,36,36,5875.36,90,0.4
C101342,16,16,3477.42,87,0.184
C101343,26,26,4900.99,91,0.286
C101344,25,25,4648.01,89,0.281
C101345,12,12,4304.93,93,0.129
C101346,17,17,4455.24,88,0.193
C101347,19,18,2735.95,88,0.216
C101348,17,17,2945.92,91,0.187
C101349,19,19,4154.72,77,0.247
C101350,21,21,5030.37,86,0.244
C101351,22,22,4799.91,90,0.244
C101352,24,24,3668.86,90,0.267
C101353,19,19,4550.54,79,0.241
C101354,17,17,4514.48,90,0.189
C101355,14,14,4868.82,85,0.165
C101356,16,16,4725.15,81,0.198
C101357,23,23,3524.54,89,0.258
C101358,23,23,4290.16,89,0.258
C101359,17,17,4576.99,76,0.224
C101360,17,17,6963.5,83,0.205
C101361,15,15,4578.88,91,0.165
C101362,18,18,3971.84,84,0.214
C101363,16,16,3291.41,91,0.176
C101364,18,18,3648.02,90,0.2
C101365,18,18,5826.77,72,0.25
C101366,27,27,3651.9,87,0.31
C101367,18,18,3224.11,94,0.191
C101368,21,21,8131.67,86,0.244
C101369,16,16,2602.85,73,0.219
C101370,21,21,4409.24,90,0.233
C101371,15,15,5463.42,88,0.17
C101372,27,27,3542.52,91,0.297
C101373,22,21,3268.37,89,0.247
C101374,22,22,4228.43,91,0.242
C101375,15,15,4490.31,79,0.19
C101376,15,15,3666.14,83,0.181
C101377,25,25,3342.62,89,0.281
C101378,24,24,4768.49,90,0.267
C101379,14,14,3680.13,67,0.209
C101380,24,24,3391.69,82,0.293
C101381,13,13,5020.15,87,0.149
C101382,19,19,4397.11,93,0.204
C101383,13,13,5413.8,62,0.21
C101384,21,21,2883.94,85,0.247
C101385,21,21,4231.22,87,0.241
C101386,14,14,3093.99,81,0.173
C101387,9,9,2985.36,90,0.1
C101388,21,20,3869.86,49,0.429
C101389,17,17,4171.23,89,0.191
C101390,18,17,4303.73,84,0.214
C101391,18,18,4292.33,91,0.198
C101392,25,25,2628.08,85,0.294
C101393,16,16,3258.74,81,0.198
C101394,14,14,4230.13,80,0.175
C101395,22,22,4818.64,84,0.262
C101396,13,13,1967.06,85,0.153
C101397,19,19,4277.91,95,0.2
C101398,22,22,3199.42,84,0.262
C101399,14,14,6351.94,92,0.152
C101400,22,22,2494.46,84,0.262
C101401,13,13,6233.89,89,0.146
C101402,17,17,2554.97,92,0.185
C101403,18,18,2399.5,92,0.196
C101404,16,15,4428.71,75,0.213
C101405,23,23,5437.48,76,0.303
C101406,17,17,4018.05,88,0.193
C101407,22,21,4050.93,79,0.278
C101408,20,20,5609.87,88,0.227
C101409,20,20,4398.64,79,0.253
C101410,22,21,3018.46,86,0.256
C101411,23,23,5155.82,90,0.256
C101412,20,20,4374.92,72,0.278
C101413,23,23,3964.36,95,0.242
C101414,10,10,3134.32,79,0.127
C101415,25,24,5002.94,91,0.275
C101416,25,24,3201.29,89,0.281
C101417,16,16,5821.36,78,0.205
C101418,13,13,4071.75,87,0.149
C101419,21,21,3962.33,84,0.25
C101420,24,24,3741.41,82,0.293
C101421,16,16,5255.17,88,0.182
C101422,19,19,3346.07,91,0.209
C101423,15,15,4052.07,86,0.174
C101424,28,28,3534.87,86,0.326
C101425,20,20,3583.36,90,0.222
C101426,22,22,2535.33,78,0.282
C101427,16,16,5628.95,81,0.198
C101428,17,17,2361.46,82,0.207
C101429,12,12,5366.65,73,0.164
C101430,22,22,4117.89,91,0.242
C101431,22,22,6194.68,91,0.242
C101432,21,21,5383.14,77,0.273
C101433,22,22,4784.51,83,0.265
C101434,12,12,4426.71,76,0.158
C101435,21,21,5026.25,93,0.226
C101436,15,15,4457.37,77,0.195
C101437,15,15,6035.73,87,0.172
C101438,18,17,6821.14,78,0.231
C101439,13,13,5493.68,92,0.141
C101440,14,14,5741.04,80,0.175
C101441,13,13,3353.05,83,0.157
C101442,16,16,2650.73,84,0.19
C101443,25,25,3860.14,82,0.305
C101444,24,24,2888.13,87,0.276
C101445,22,22,3094.1,92,0.239
C101446,14,14,3207.03,88,0.159
C101447,15,15,4578.44,82,0.183
C101448,26,26,3424.49,87,0.299
C101449,12,12,4348.06,93,0.129
C101450,24,24,3835.86,88,0.273
C101451,23,23,5211.43,76,0.303
C101452,16,16,5129.22,94,0.17
C101453,7,7,4885.83,68,0.103
C101454,19,19,4128.48,85,0.224
C101455,16,16,3718.26,88,0.182
C101456,20,20,4033.07,93,0.215
C101457,19,18,2989.29,93,0.204
C101458,17,17,4716.96,77,0.221
C101459,14,14,3488.5,84,0.167
C101460,26,26,3418.42,90,0.289
C101461,22,22,4166.8,85,0.259
C101462,18,18,4058.56,83,0.217
C101463,14,14,3527.6,91,0.154
C101464,20,20,3576.74,90,0.222
C101465,17,17,7245.83,86,0.198
C101466,15,15,4336.65,82,0.183
C101467,23,23,5000.83,82,0.28
