entity_id,entity_type,score,n_rules,rules,is_core_label,tier
C100169,client,12,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R10_cash_in_out,R17_high_risk_mcc",0,medio
C102295,client,12,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R15_sanctions,R17_high_risk_mcc",0,medio
C102297,client,12,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R15_sanctions,R17_high_risk_mcc",0,medio
C101364,client,12,5,"R05_geojump,R13_eci_cross_border,R14_cross_border_high,R15_sanctions,R17_high_risk_mcc",0,medio
C101368,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100946,client,12,5,"R05_geojump,R10_cash_in_out,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100952,client,12,5,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101336,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101339,client,12,5,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R14_cross_border_high,R17_high_risk_mcc",0,medio
C102304,client,12,5,"R04_income_mismatch,R05_geojump,R14_cross_border_high,R15_sanctions,R17_high_risk_mcc",0,medio
C101297,client,12,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101302,client,12,5,"R05_geojump,R06_ip_anomaly,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101321,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R14_cross_border_high,R17_high_risk_mcc",0,medio
C101882,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101886,client,12,5,"R04_income_mismatch,R12_ecom_no_3ds,R13_eci_cross_border,R15_sanctions,R17_high_risk_mcc",1,medio
C100575,client,12,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C100547,client,12,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R16_pep,R17_high_risk_mcc",0,medio
C100555,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100558,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101279,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101018,client,12,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R10_cash_in_out,R17_high_risk_mcc",0,medio
C100993,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101001,client,12,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101031,client,12,5,"R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C101036,client,12,5,"R05_geojump,R06_ip_anomaly,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101276,client,12,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C102375,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C102378,client,12,5,"R04_income_mismatch,R05_geojump,R14_cross_border_high,R15_sanctions,R17_high_risk_mcc",0,medio
C102382,client,12,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R15_sanctions,R17_high_risk_mcc",0,medio
C102384,client,12,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101061,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100092,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101251,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R14_cross_border_high,R17_high_risk_mcc",0,medio
C101048,client,12,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R16_pep,R17_high_risk_mcc",0,medio
C101902,client,12,5,"R04_income_mismatch,R05_geojump,R14_cross_border_high,R15_sanctions,R17_high_risk_mcc",0,medio
C101916,client,12,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101083,client,12,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R15_sanctions,R17_high_risk_mcc",0,medio
C101221,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R14_cross_border_high,R17_high_risk_mcc",0,medio
C102424,client,12,5,"R04_income_mismatch,R10_cash_in_out,R16_pep,R17_high_risk_mcc,R20_new_account",0,medio
C101223,client,12,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101202,client,12,5,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C102436,client,12,5,"R04_income_mismatch,R05_geojump,R15_sanctions,R17_high_risk_mcc,R20_new_account",0,medio
C102440,client,12,5,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R14_cross_border_high,R17_high_risk_mcc",0,medio
C102444,client,12,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100048,client,12,5,"R05_geojump,R06_ip_anomaly,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100054,client,12,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100062,client,12,5,"R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C102451,client,12,5,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R14_cross_border_high,R17_high_risk_mcc",0,medio
C101211,client,12,5,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101925,client,12,5,"R05_geojump,R06_ip_anomaly,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101933,client,12,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R15_sanctions,R17_high_risk_mcc",0,medio
C101967,client,12,5,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100465,client,12,5,"R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc,R20_new_account",0,medio
C102498,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100001,client,11,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100027,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100030,client,11,4,"R04_income_mismatch,R05_geojump,R15_sanctions,R17_high_risk_mcc",0,medio
C100933,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C102286,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C102264,client,11,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100917,client,11,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R17_high_risk_mcc,R20_new_account",0,medio
C100475,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101149,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101148,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100487,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100482,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101405,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101400,client,11,5,"R05_geojump,R06_ip_anomaly,R13_eci_cross_border,R17_high_risk_mcc,R20_new_account",0,medio
C101393,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100200,client,11,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100195,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100192,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C101936,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101923,client,11,5,"R04_income_mismatch,R12_ecom_no_3ds,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100538,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100500,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101945,client,11,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R17_high_risk_mcc,R20_new_account",0,medio
C101422,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C101419,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100888,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100882,client,11,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R06_ip_anomaly,R17_high_risk_mcc",0,medio
C101440,client,11,5,"R04_income_mismatch,R10_cash_in_out,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100220,client,11,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C102241,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100168,client,11,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100162,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C101474,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100854,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100871,client,11,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101468,client,11,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100838,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100833,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C101503,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100559,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C102414,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101086,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C101213,client,11,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100049,client,11,5,"R05_geojump,R13_eci_cross_border,R15_sanctions,R17_high_risk_mcc,R19_installments_atypical",0,medio
C102439,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100822,client,11,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C102163,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C102328,client,11,4,"R10_cash_in_out,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C102320,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100970,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101332,client,11,5,"R04_income_mismatch,R05_geojump,R14_cross_border_high,R17_high_risk_mcc,R20_new_account",0,medio
C101330,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C102423,client,11,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100572,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100437,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100801,client,11,4,"R05_geojump,R10_cash_in_out,R16_pep,R17_high_risk_mcc",0,medio
C101536,client,11,5,"R05_geojump,R06_ip_anomaly,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100828,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C102149,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C102143,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C102139,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100292,client,11,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R17_high_risk_mcc,R20_new_account",0,medio
C100983,client,11,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C101310,client,11,5,"R04_income_mismatch,R12_ecom_no_3ds,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C101600,client,11,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101599,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C101878,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101874,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C101858,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C101242,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101578,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101601,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100767,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100311,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100310,client,11,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100307,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100729,client,11,5,"R04_income_mismatch,R06_ip_anomaly,R13_eci_cross_border,R15_sanctions,R17_high_risk_mcc",0,medio
C101657,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101655,client,11,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101651,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C101648,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C101615,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101005,client,11,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100716,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100710,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100419,client,11,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100447,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101257,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C101252,client,11,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R14_cross_border_high,R17_high_risk_mcc",0,medio
C102399,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101881,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100707,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100332,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C100329,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C100324,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C101694,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101687,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C101671,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C101667,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101704,client,11,4,"R03_structuring,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C102082,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C100401,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C102017,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C102015,client,11,5,"R04_income_mismatch,R05_geojump,R14_cross_border_high,R17_high_risk_mcc,R20_new_account",0,medio
C101854,client,11,5,"R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc,R19_installments_atypical",0,medio
C101852,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C102007,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C100429,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C102072,client,11,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100679,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100646,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C101754,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C100365,client,11,4,"R05_geojump,R15_sanctions,R16_pep,R17_high_risk_mcc",0,medio
C100352,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C101771,client,11,5,"R05_geojump,R06_ip_anomaly,R13_eci_cross_border,R17_high_risk_mcc,R20_new_account",0,medio
C100389,client,11,5,"R04_income_mismatch,R05_geojump,R13_eci_cross_border,R17_high_risk_mcc,R20_new_account",0,medio
C100415,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100411,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C102376,client,11,4,"R05_geojump,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C101270,client,11,5,"R04_income_mismatch,R05_geojump,R06_ip_anomaly,R17_high_risk_mcc,R20_new_account",0,medio
C101266,client,11,5,"R02_burst_value,R04_income_mismatch,R05_geojump,R14_cross_border_high,R17_high_risk_mcc",0,medio
C101056,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C102482,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C102473,client,11,4,"R10_cash_in_out,R12_ecom_no_3ds,R15_sanctions,R17_high_risk_mcc",1,medio
C101117,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
C100506,client,11,4,"R05_geojump,R12_ecom_no_3ds,R16_pep,R17_high_risk_mcc",0,medio
C101185,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100038,client,11,4,"R05_geojump,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100003,client,11,4,"R05_geojump,R10_cash_in_out,R15_sanctions,R17_high_risk_mcc",0,medio
M200946,client,10,4,"R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100002,client,10,4,"R10_cash_in_out,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100008,client,10,4,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100469,client,10,4,"R10_cash_in_out,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100468,client,10,4,"R05_geojump,R10_cash_in_out,R14_cross_border_high,R17_high_risk_mcc",0,medio
C100467,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101960,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C100495,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C100485,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C100481,client,10,4,"R05_geojump,R06_ip_anomaly,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100508,client,10,4,"R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101407,client,10,4,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101401,client,10,4,"R05_geojump,R14_cross_border_high,R15_sanctions,R17_high_risk_mcc",0,medio
C101398,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C100199,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C102256,client,10,4,"R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C102251,client,10,4,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101432,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101431,client,10,4,"R04_income_mismatch,R10_cash_in_out,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C100100,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101273,client,10,4,"R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101272,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101267,client,10,4,"R04_income_mismatch,R05_geojump,R15_sanctions,R17_high_risk_mcc",0,medio
C101026,client,10,4,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101055,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101047,client,10,4,"R04_income_mismatch,R05_geojump,R15_sanctions,R17_high_risk_mcc",0,medio
C101263,client,10,4,"R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101811,client,10,4,"R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101810,client,10,4,"R02_burst_value,R05_geojump,R15_sanctions,R17_high_risk_mcc",0,medio
C102484,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101154,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101136,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101129,client,10,4,"R05_geojump,R10_cash_in_out,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101121,client,10,4,"R05_geojump,R06_ip_anomaly,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101150,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C100369,client,10,4,"R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C100618,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C100609,client,10,4,"R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
C101808,client,10,4,"R05_geojump,R06_ip_anomaly,R10_cash_in_out,R17_high_risk_mcc",0,medio
C101797,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C102035,client,10,4,"R05_geojump,R13_eci_cross_border,R15_sanctions,R17_high_risk_mcc",0,medio
C100387,client,10,4,"R05_geojump,R06_ip_anomaly,R10_cash_in_out,R17_high_risk_mcc",0,medio
C100384,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C102029,client,10,4,"R04_income_mismatch,R05_geojump,R15_sanctions,R17_high_risk_mcc",0,medio
C102023,client,10,4,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C101826,client,10,4,"R05_geojump,R13_eci_cross_border,R15_sanctions,R17_high_risk_mcc",0,medio
C101816,client,10,4,"R04_income_mismatch,R05_geojump,R15_sanctions,R17_high_risk_mcc",0,medio
C100414,client,10,4,"R04_income_mismatch,R05_geojump,R10_cash_in_out,R17_high_risk_mcc",0,medio
C100408,client,10,4,"R04_income_mismatch,R05_geojump,R12_ecom_no_3ds,R17_high_risk_mcc",0,medio
C102049,client,10,4,"R05_geojump,R13_eci_cross_border,R15_sanctions,R17_high_risk_mcc",0,medio
C102046,client,10,4,"R05_geojump,R12_ecom_no_3ds,R13_eci_cross_border,R17_high_risk_mcc",0,medio
