customer_id,is_core_label,xgb_score,if_score,final_score,split,rules_score,n_rules,risk_tier_ml
C102357,0,0.1950415,0.3717691238070061,0.24805978045894295,train,15,6,baixo
C100790,0,0.1950415,0.3717547852663199,0.24805547889673707,train,14,6,baixo
M200169,0,0.16287756,0.4467940684778949,0.248052510816558,train,2,1,baixo
C102140,0,0.16210161,0.44846708722613354,0.24801125421435266,train,9,4,baixo
C100238,0,0.1776513,0.4119496476635715,0.24794080650762856,train,12,5,baixo
C101847,0,0.19537182,0.3705542969095368,0.24792656860910828,train,12,5,baixo
C100175,0,0.19537182,0.3705270453014893,0.24791839312669403,train,10,4,baixo
C101604,0,0.19791855,0.3642643558221429,0.2478222867023161,test,8,3,baixo
C100575,0,0.19227117,0.37718605791187854,0.24774563847379855,train,12,5,baixo
M200384,0,0.16287756,0.44574429514916514,0.2477375788179391,train,2,1,baixo
C101297,0,0.1950415,0.370612635860957,0.24771283407512823,train,12,5,baixo
C101815,0,0.1757211,0.41533791543461396,0.24760613894885036,train,5,2,baixo
C100009,0,0.1950415,0.37006548157792607,0.24754868779021894,train,15,6,baixo
M200373,0,0.16287756,0.443582069571506,0.24708891114464132,train,5,2,baixo
M200177,0,0.16846903,0.4304504904143124,0.24706346580362645,train,5,2,baixo
M200889,0,0.16824394,0.4305996027087734,0.2469506420640816,test,2,1,baixo
M200302,0,0.16364591,0.44113159605357183,0.24689161160139184,train,4,2,baixo
C101918,0,0.1950415,0.3675314494225644,0.24678847814361043,train,14,6,baixo
C100427,0,0.19023675,0.37853786015181057,0.24672707517048215,train,9,4,baixo
C102312,0,0.1950415,0.36719117613940394,0.2466863961586623,train,17,7,baixo
C102147,0,0.16287756,0.44213842572876627,0.24665581799181943,train,7,3,baixo
C101103,0,0.1663294,0.43376371691536036,0.24655969569060543,train,7,3,baixo
M200716,0,0.16287756,0.44176406218836084,0.24654350892969779,test,5,2,baixo
C101486,0,0.16287756,0.441326321840261,0.24641218682526783,train,8,3,baixo
C101155,0,0.1950415,0.3661568173917971,0.24637608853438026,train,8,3,baixo
C100794,0,0.19227117,0.3723762786068714,0.2463027046822964,train,7,3,baixo
C101990,0,0.1663294,0.432737885403917,0.24625194623717242,train,9,4,baixo
M200420,0,0.16824394,0.4280619263389372,0.24618933915313074,test,5,2,baixo
M200617,0,0.16188335,0.44267914899911315,0.24612209114052602,test,2,1,baixo
C100662,0,0.1950415,0.3652879204721603,0.2461154194584892,train,12,5,baixo
C101243,0,0.1950415,0.36480033762790276,0.24596914460521196,train,13,5,baixo
C102210,0,0.16287756,0.4397780071346891,0.24594769241359626,train,6,3,baixo
M200441,0,0.18513748,0.387571207893282,0.2458675957359045,test,4,2,baixo
C102478,0,0.16340066,0.4380762876938672,0.2458033502659467,train,6,3,baixo
C101448,0,0.17798176,0.40374029774113335,0.24570931970668983,train,7,3,baixo
M200110,0,0.17040385,0.42113563816869376,0.24562338412143025,test,2,1,baixo
C101549,0,0.17540097,0.40921222612322455,0.24554434849340045,train,7,3,baixo
M200673,0,0.16287756,0.4382608688320444,0.24549255092280287,test,2,1,baixo
M200618,0,0.16287756,0.43824699712287973,0.24548838941005346,test,2,1,baixo
C101860,0,0.17040385,0.42040251348246216,0.24540344671556077,train,4,2,baixo
C101111,0,0.1950415,0.36149422916832724,0.2449773120673393,train,7,3,baixo
C101001,0,0.16287756,0.43634455844867986,0.2449176578077935,train,12,5,baixo
M200871,0,0.17976463,0.39620327950504997,0.24469622373875255,train,5,2,baixo
C101491,0,0.16287756,0.43552871658608383,0.2446729052490147,train,2,1,baixo
C101143,0,0.18549752,0.38255352807535314,0.24461431512979742,train,8,3,baixo
C100041,0,0.16287756,0.4351316675507078,0.24455379053840187,train,2,1,baixo
C101405,0,0.1950415,0.3599217461296242,0.24450556715572838,train,11,4,baixo
M200001,0,0.16188335,0.43728240284145664,0.24450306729322907,test,7,3,baixo
C100328,0,0.18663359,0.3794722671235489,0.2444851820148494,train,12,5,baixo
C102261,0,0.18663359,0.37939994301623914,0.24446348478265645,train,9,4,baixo
C102018,0,0.1950415,0.3597322973794842,0.24444873253068639,train,17,7,baixo
M200334,0,0.16287756,0.4345580624681053,0.24438170901362113,train,4,2,baixo
M200659,0,0.16287756,0.434391243477267,0.24433166331636963,train,3,1,baixo
C100497,0,0.16210161,0.43613191435386217,0.24431070235267124,train,6,3,baixo
C101644,0,0.18549752,0.38143135290162844,0.24427766257768,train,5,2,baixo
C101701,0,0.1950415,0.35875780893623993,0.2441563859977131,test,13,5,baixo
M200761,0,0.16287756,0.4331434867738848,0.243957336305355,train,4,2,baixo
C100836,0,0.1701496,0.41604652783311963,0.24391867155145872,train,10,4,baixo
C100069,0,0.1950415,0.35748792607938246,0.24377542114065587,train,5,2,baixo
M200932,0,0.16287756,0.4322905724242892,0.2437014620004763,test,2,1,baixo
C102424,0,0.17883506,0.3949501295271242,0.24366957483836188,train,12,5,baixo
C100224,0,0.16874993,0.41772804170848543,0.24344335946441178,train,10,4,baixo
C100942,0,0.18578126,0.377828814288247,0.24339551857121836,train,12,5,baixo
C101112,0,0.19227117,0.3625271843898722,0.24334797641719663,train,10,4,baixo
M200192,0,0.16364591,0.4292041381225332,0.24331337422208024,train,4,2,baixo
C102257,0,0.17540097,0.4014237053661366,0.2432077922662741,train,5,2,baixo
C100181,0,0.1950415,0.3554575521005,0.24316630894699112,train,9,4,baixo
C100456,0,0.1950415,0.355337732044642,0.2431303629302337,train,9,4,baixo
C101544,0,0.16287756,0.4302349319941615,0.24308476987143798,train,10,4,baixo
M200073,0,0.16846903,0.4170058914042866,0.24303008610061871,train,2,1,baixo
M200361,0,0.16287756,0.42966541011650994,0.24291391330814252,train,4,2,baixo
C101805,0,0.18513748,0.3775753686713987,0.24286884396933953,train,9,4,baixo
C102033,0,0.1950415,0.35365323153911465,0.2426250127785755,train,12,5,baixo
C101096,0,0.1950415,0.3535696097185904,0.24259992623241824,train,7,3,baixo
M200342,0,0.16188335,0.4302697405599525,0.24239926860877783,train,5,2,baixo
M200238,0,0.16287756,0.4278814058034182,0.24237871201421501,test,2,1,baixo
C100714,0,0.16287756,0.4278727069459743,0.24237610235698182,train,8,3,baixo
M200474,0,0.16824394,0.41532714436476253,0.24236890456087834,test,2,1,baixo
C101166,0,0.16936111,0.41178075619874216,0.24208700850110595,train,13,5,baixo
C100716,0,0.1950415,0.35177358219032123,0.24206111797393748,train,11,4,baixo
C102482,0,0.16128883,0.4304158694483896,0.2420269401949066,test,11,4,baixo
C101742,0,0.18549752,0.3739248040419071,0.24202569791976358,train,7,3,baixo
M200810,0,0.16287756,0.42631858834026537,0.24190986677526916,test,2,1,baixo
C102201,0,0.18549752,0.37349526117062853,0.24189683505838003,train,8,3,baixo
C101420,0,0.16210161,0.42779310126636844,0.24180905842642314,train,10,4,baixo
C101836,0,0.1776513,0.3913696986990349,0.24176682181826759,train,14,6,baixo
C102398,0,0.17683108,0.3931652340053896,0.24173132576821388,train,7,3,baixo
M200201,0,0.16287756,0.4256428641793976,0.24170714952700884,train,5,2,baixo
C101563,0,0.19537182,0.34961737420893385,0.24164549179892741,train,8,3,baixo
C101095,0,0.16364591,0.4235968935287236,0.24163120084393735,test,2,1,baixo
M200591,0,0.16287756,0.4253626104667221,0.24162307341320616,test,2,1,baixo
C100062,0,0.17683108,0.3927289803131345,0.24160044966053734,train,12,5,baixo
C101780,0,0.17789875,0.3901014547993258,0.24155955974607213,train,8,3,baixo
C101133,0,0.16287756,0.4248573583472532,0.24147149777736548,test,7,3,baixo
M200913,0,0.16287756,0.4247803731409735,0.24144840221548158,test,2,1,baixo
C102247,0,0.18578126,0.3712935086691983,0.24143492688550375,train,9,4,baixo
C100346,0,0.17472471,0.397068720043743,0.24142791658074986,train,10,4,baixo
C102015,0,0.18578126,0.37067884698621584,0.241250528380609,train,11,5,baixo
C100470,0,0.1950415,0.348901476766181,0.2411994863466954,train,13,5,baixo
C101238,0,0.16188335,0.4262354870728848,0.24118899256265752,train,2,1,baixo
C100692,0,0.16287756,0.4237310925127883,0.24113361802702601,train,7,3,baixo
C100680,0,0.19537182,0.3472021582464182,0.2409209270101727,train,9,4,baixo
C102077,0,0.1699794,0.4064168884898819,0.24091063751416197,test,7,3,baixo
C100349,0,0.16287756,0.42272580604118587,0.2408320320855453,test,3,1,baixo
C100913,0,0.1950415,0.34708203960018524,0.2406536551968967,train,12,5,baixo
C100169,0,0.16163936,0.42494844649402763,0.24063208327939647,train,12,5,baixo
M200434,0,0.18513748,0.369584202290081,0.24047149405494422,train,7,3,baixo
M200154,0,0.16824394,0.4088444772175199,0.24042410441670553,test,2,1,baixo
M200046,0,0.17040385,0.40374275312976154,0.2404055186097506,test,2,1,baixo
C100014,0,0.19537182,0.3452102345745574,0.24032334990861448,train,10,4,baixo
C100785,0,0.1950415,0.34583953018457664,0.2402809023722141,train,9,4,baixo
C102206,0,0.18578126,0.3668171121034355,0.2400920079157749,train,15,6,baixo
M200689,0,0.16287756,0.42018855204909117,0.24007085588791688,test,2,1,baixo
C100961,0,0.1950415,0.34502339394776466,0.24003606150117052,train,8,3,baixo
M200180,0,0.16287756,0.4199601922344585,0.2400023479435271,train,2,1,baixo
C101214,0,0.16287756,0.4199282126078312,0.2399927540555389,test,5,2,baixo
M200293,0,0.17120045,0.40048700053805214,0.23998641663585335,test,6,3,baixo
M200069,0,0.16210161,0.42135607051417906,0.23987794920076633,train,2,1,baixo
C100969,0,0.1950415,0.34441940330671394,0.2398548643088553,train,7,3,baixo
M200790,0,0.17976463,0.38001580504492943,0.23983998140071638,train,4,2,baixo
C102182,0,0.16287756,0.4190562114652724,0.23973115371277126,train,6,3,baixo
C100371,0,0.19227117,0.3504142426647538,0.23971409389966114,train,12,5,baixo
C101753,0,0.17709318,0.38576240409155327,0.2396939473412622,test,7,3,baixo
C100184,0,0.1950415,0.34378719186695034,0.23966520087692622,train,21,9,baixo
M200449,0,0.17120045,0.39907661158886404,0.23956329995109693,test,6,3,baixo
C100868,0,0.16287756,0.4184023561447124,0.23953499711660325,train,7,3,baixo
C102305,0,0.19227117,0.349701457260102,0.2395002582782656,train,8,3,baixo
M200351,0,0.16287756,0.41822069069588375,0.23948049748195466,test,2,1,baixo
C101383,0,0.16287756,0.41790347269115646,0.23938533208053647,train,8,3,baixo
C101291,0,0.17659104,0.38586328754472576,0.2393727088858123,train,9,4,baixo
M200120,0,0.16287756,0.41754447464807626,0.23927763266761243,test,5,2,baixo
C101833,0,0.19537182,0.3413431922331014,0.23916323720617766,test,15,6,baixo
C102269,0,0.16846903,0.4040439569979779,0.23914150577872612,test,7,3,baixo
C101750,0,0.18549752,0.36401940800519395,0.23905407910874965,train,13,5,baixo
C101084,0,0.16846903,0.4036871932795247,0.23903447666319014,train,8,3,baixo
C102087,0,0.16287756,0.41630932312071645,0.23890708720940446,test,10,4,baixo
M200425,0,0.16188335,0.41862075237472074,0.2389045721532083,test,2,1,baixo
M200091,0,0.16287756,0.4160910284475611,0.23884159880745787,test,2,1,baixo
M200531,0,0.16188335,0.41835577533412094,0.23882507904102837,test,2,1,baixo
M200636,0,0.16287756,0.4160165594468146,0.23881925810723392,train,2,1,baixo
C101716,0,0.17709318,0.3826452895075257,0.23875881296605395,train,9,4,baixo
C100419,0,0.16340066,0.41458532172137397,0.23875606047419873,train,11,5,baixo
C101230,0,0.1950415,0.34044321203668876,0.23866200692784775,train,16,7,baixo
C101592,0,0.19537182,0.3396246817694801,0.23864768406709128,test,10,4,baixo
M200681,0,0.16824394,0.4026804175609311,0.2385748865197289,train,5,2,baixo
M200612,0,0.16287756,0.4150251536947475,0.23852183638161378,train,2,1,baixo
M200507,0,0.16287756,0.4148057070543657,0.23845600238949927,test,2,1,baixo
C101973,0,0.16874993,0.4010114055513233,0.23842836861726313,train,10,4,baixo
M200124,0,0.16846903,0.40132124594200713,0.23832469246193488,test,5,2,baixo
M200214,0,0.16287756,0.4143149366800531,0.23830877127720546,test,2,1,baixo
M200142,0,0.16287756,0.41422222801147135,0.23828095867663096,test,2,1,baixo
C102244,0,0.16340066,0.4127126386818584,0.23819425556234408,train,10,4,baixo
C100943,0,0.1931462,0.34303903613403,0.2381140441713171,train,10,4,baixo
C101474,0,0.16210161,0.4145953221156586,0.23784972468121018,train,11,4,baixo
C101867,0,0.16287756,0.41215969929303053,0.2376622000610987,train,9,4,baixo
C102413,0,0.1950415,0.33707975623519487,0.2376529701873996,train,15,6,baixo
M200229,0,0.16287756,0.4118611442424221,0.23757263354591618,train,2,1,baixo
C101239,0,0.16287756,0.41167119324476587,0.2375156482466193,test,7,3,baixo
C100411,0,0.16846903,0.3981423182914276,0.237371014166761,train,11,4,baixo
C102071,0,0.16340066,0.4097534917538835,0.2373065114839516,test,12,5,baixo
C101654,0,0.17659104,0.3786060848520216,0.23719554807800103,train,2,1,baixo
C101212,0,0.17798176,0.3747141073571419,0.2370014625914924,train,18,8,baixo
M200701,0,0.16188335,0.41199341346724155,0.23691637048096453,test,5,2,baixo
C100899,0,0.18663359,0.35328733525375117,0.23662970245391007,test,7,3,baixo
C100766,0,0.19227117,0.33995199850968033,0.23657542065313908,train,13,5,baixo
C101530,0,0.17540097,0.37902248179675246,0.23648742519545884,train,8,3,baixo
C101468,0,0.17798176,0.37298293124643156,0.23648210975827927,test,11,5,baixo
C100121,0,0.19023675,0.3441407843914262,0.23640795244236684,train,10,4,baixo
C100378,0,0.16163936,0.41079369898784796,0.23638565902754258,train,12,5,baixo
C101539,0,0.16936111,0.3926194575373198,0.23633861890267924,train,5,2,baixo
M200862,0,0.16287756,0.4076709385243162,0.2363155718304844,test,5,2,baixo
C101336,0,0.19227117,0.33872371657131095,0.23620693607162827,train,12,5,baixo
M200286,0,0.16287756,0.4071737146412579,0.2361664046655669,train,5,2,baixo
C100076,0,0.1950415,0.33166422651348076,0.23602831127088536,train,7,3,baixo
M200102,0,0.16287756,0.4066887547804812,0.2360209167073339,test,2,1,baixo
C100467,0,0.1950415,0.33161154762718603,0.23601250760499692,train,10,4,baixo
C100556,0,0.1950415,0.33118040927408193,0.2358831660990657,train,13,5,baixo
C100855,0,0.17883506,0.3682653430269915,0.23566413888832205,train,8,3,baixo
C101657,0,0.16188335,0.40764611782264154,0.23561218178758453,train,11,4,baixo
C101622,0,0.16846903,0.3921337026266565,0.23556842946732967,train,12,5,baixo
M200901,0,0.16188335,0.4074694216002517,0.2355591729208676,test,2,1,baixo
C100778,0,0.16287756,0.40509486290961816,0.23554274914607498,test,7,3,baixo
C100881,0,0.19537182,0.3288716536347108,0.2354217756266605,train,7,3,baixo
C101746,0,0.19227117,0.33585672123819693,0.23534683747169405,train,7,3,baixo
C102272,0,0.19537182,0.32798322908948624,0.23515524826309314,train,5,2,baixo
C101511,0,0.1950415,0.32837087441796947,0.23504030564223197,train,10,4,baixo
C101623,0,0.16210161,0.40500575230616714,0.23497285373836274,train,8,3,baixo
M200814,0,0.16287756,0.40317226599718786,0.2349659700723459,test,2,1,baixo
C102069,0,0.16287756,0.4028375483999453,0.23486555479317311,train,7,3,baixo
M200287,0,0.16846903,0.3894132143487204,0.23475228298394885,test,8,3,baixo
M200147,0,0.16287756,0.40237316615224306,0.23472624011886245,test,3,1,baixo
C102123,0,0.18578126,0.34879476441374285,0.23468530360886714,train,9,4,baixo
C101743,0,0.19227117,0.3334067502198073,0.2346118461661772,train,13,5,baixo
C100088,0,0.16287756,0.4018052985402301,0.23455587983525858,test,9,4,baixo
C101735,0,0.1950415,0.32660730541402205,0.23451123494104775,test,8,3,baixo
C101718,0,0.16128883,0.4052285248569229,0.23447073681746658,train,7,3,baixo
C101518,0,0.16340066,0.4000075171208243,0.23438271909403385,train,12,5,baixo
C100469,0,0.1950415,0.32606972703330245,0.23434996142683184,train,10,4,baixo
M200547,0,0.16188335,0.40306699105354027,0.23423844375685415,test,2,1,baixo
C101862,0,0.16287756,0.4007237446122824,0.23423141365687425,train,9,4,baixo
M200210,0,0.16287756,0.4004619417782059,0.2341528728066513,test,2,1,baixo
C101198,0,0.1699794,0.3836538738225832,0.23408173311397237,train,10,4,baixo
M200627,0,0.16287756,0.3998561148483157,0.23397112472768425,train,2,1,baixo
C100815,0,0.1950415,0.324736180870681,0.2339498975780454,train,9,4,baixo
M200732,0,0.16846903,0.38664214859618806,0.23392096325818915,test,2,1,baixo
M200047,0,0.16824394,0.387065187925435,0.23389031762908008,test,2,1,baixo
C100621,0,0.17659104,0.36757322402874193,0.23388568983101715,train,7,3,baixo
C101450,0,0.19227117,0.3309838824504977,0.2338849858353843,train,12,5,baixo
C100426,0,0.1950415,0.323584901521849,0.2336045137733958,train,13,5,baixo
C101628,0,0.16287756,0.39858217864122053,0.2335889438655557,train,8,3,baixo
C100859,0,0.16287756,0.39855230376886275,0.23357998140384836,train,10,4,baixo
M200849,0,0.17976463,0.3590695486124833,0.23355610447098252,test,6,3,baixo
C100466,0,0.18549752,0.3453008241529828,0.2334385039530863,test,5,2,baixo
C102335,0,0.16287756,0.3978757244235599,0.2333770076002575,train,8,3,baixo
C101880,0,0.16128883,0.4014787324704726,0.23334579910153147,train,8,4,baixo
M200114,0,0.16824394,0.3851689351377822,0.23332144179278425,test,2,1,baixo
C100338,0,0.16874993,0.3839190597062215,0.23330066486373258,test,8,3,baixo
C100998,0,0.1950415,0.3224446621355118,0.23326244195749468,train,10,4,baixo
C102061,0,0.1950415,0.32216622862925265,0.2331789119056169,test,7,3,baixo
C101568,0,0.1950415,0.32189036968753465,0.23309615422310154,train,12,5,baixo
C100096,0,0.1950415,0.32151455250769545,0.23298340906914977,train,13,5,baixo
C100005,0,0.16128883,0.40016243287567044,0.23295090922309084,train,8,3,baixo
M200548,0,0.16210161,0.3980908453130719,0.23289838164043417,test,5,2,baixo
C100760,0,0.1950415,0.3211725154844225,0.23288079796216787,train,7,3,baixo
C102236,0,0.17015384,0.3789661463689625,0.23279752989386973,train,8,3,baixo
C100753,0,0.17146997,0.37588481353258607,0.23279442413608883,train,7,3,baixo
C102122,0,0.17063121,0.377832549108227,0.23279161670600174,test,9,4,baixo
M200436,0,0.16287756,0.39534973969758824,0.232619212182466,train,2,1,baixo
C102379,0,0.18578126,0.3418485441925567,0.23260143754251128,train,7,3,baixo
M200818,0,0.16824394,0.3821707281119671,0.23242197968503972,train,2,1,baixo
C100037,0,0.16364591,0.39274074597043274,0.23237435657645011,train,5,2,baixo
M200638,0,0.16287756,0.3944437948952188,0.23234742874175518,test,2,1,baixo
C100292,0,0.1950415,0.31934245446802334,0.2323317796572481,train,11,5,baixo
C100757,0,0.16287756,0.39404353657545815,0.232227351245827,train,7,3,baixo
C100283,0,0.1950415,0.318880340276144,0.23219314539968433,train,5,3,baixo
C100767,0,0.19537182,0.31801891894871037,0.23216595522086036,train,11,4,baixo
M200575,0,0.16287756,0.3936052478217632,0.23209586461971848,train,4,2,baixo
C102118,0,0.19537182,0.3176563977313468,0.2320571988556513,train,12,5,baixo
C101304,0,0.16188335,0.3950144298433126,0.23182267539378587,train,8,3,baixo
C100410,0,0.18578126,0.33867772145425507,0.23165019072102078,train,7,3,baixo
M200846,0,0.16824394,0.3793483889211424,0.2315752779277923,test,3,1,baixo
C100585,0,0.1950415,0.3165226940354286,0.2314858515274697,train,12,5,baixo
C102397,0,0.18578126,0.3378095450898186,0.23138973781168984,test,9,4,baixo
C102225,0,0.19227117,0.3226419312287931,0.23138240046887293,train,10,4,baixo
C100730,0,0.16936111,0.3758745352760586,0.23131514222430088,train,12,5,baixo
C101165,0,0.17988886,0.3511107622119302,0.23125543172754393,train,10,4,baixo
C102168,0,0.19537182,0.31485554644029196,0.23121694346833482,train,8,3,baixo
C101136,0,0.16128883,0.3940824303157847,0.23112690845512512,train,10,4,baixo
M200518,0,0.16188335,0.3924223926603585,0.23104506423889964,test,2,1,baixo
C100563,0,0.16287756,0.38997721867621193,0.23100745587605312,train,10,4,baixo
C100142,0,0.17040385,0.3720832313441821,0.23090766207407676,train,7,3,baixo
C102079,0,0.18513748,0.33749611303426635,0.2308450672781998,train,6,3,baixo
M200776,0,0.16287756,0.3893290789913488,0.23081301397059417,test,2,1,baixo
C100249,0,0.17883506,0.35188217257326493,0.2307491877522041,train,7,3,baixo
M200471,0,0.16824394,0.37622053369967967,0.2306369213613535,test,5,2,baixo
C101970,0,0.1701496,0.37153671256827414,0.23056572697200506,train,8,4,baixo
C101803,0,0.17132866,0.3687481917543143,0.23055452369460255,train,12,5,baixo
M200328,0,0.16188335,0.3904369671836091,0.2304494365958748,test,2,1,baixo
C100549,0,0.16128883,0.3917466470845104,0.23042617348574282,test,9,4,baixo
C101662,0,0.17976463,0.3485995988876035,0.2304151195535186,train,8,3,baixo
C101135,0,0.18513748,0.33595091368083985,0.23038150747217187,train,9,4,baixo
C101834,0,0.16287756,0.38685271482982003,0.23007010472213554,train,2,1,baixo
M200355,0,0.16287756,0.38684621295177213,0.23006815415872117,test,2,1,baixo
C100841,0,0.17883506,0.3495660769416461,0.23005435906271843,train,8,3,baixo
C101019,0,0.18663359,0.3312908766745881,0.23003076488016116,train,10,4,baixo
C101784,0,0.16936111,0.3715472043551821,0.23001694294803793,train,7,3,baixo
C100280,0,0.1950415,0.3113339134971074,0.22992921736597333,train,8,3,baixo
C101003,0,0.1950415,0.3113182334385857,0.22992451334841685,train,10,4,baixo
M200756,0,0.16287756,0.38630759306786006,0.22990656819354754,test,5,2,baixo
C102440,0,0.16846903,0.3730895797991667,0.22985519261908272,train,12,5,baixo
C102046,0,0.1950415,0.3109753245454886,0.22982164068048772,train,10,4,baixo
C100892,0,0.17862476,0.34920172439684927,0.22979784472784537,train,10,4,baixo
C101118,0,0.19227117,0.31718898401852547,0.22974651630579263,train,15,6,baixo
M200685,0,0.16287756,0.3855942891561083,0.22969257702002205,test,2,1,baixo
C101586,0,0.16846903,0.37227254835461027,0.2296100831857158,train,10,4,baixo
C101321,0,0.16936111,0.3701544727408807,0.2295991234637475,train,12,5,baixo
C100558,0,0.1950415,0.31003010414633847,0.22953807456074266,train,12,5,baixo
C101521,0,0.16846903,0.37189031174433257,0.2294954122026325,train,12,5,baixo
C100285,0,0.16287756,0.38488556737816726,0.2294799604866397,test,2,1,baixo
M200274,0,0.16287756,0.3848684289592174,0.22947481896095476,test,2,1,baixo
C102084,0,0.16799226,0.3728874264576289,0.2294608127599434,train,5,2,baixo
C100740,0,0.19227117,0.31608383382955213,0.22941497124910062,train,17,7,baixo
M200892,0,0.17966253,0.34543329966742314,0.2293937489172176,train,4,2,baixo
C101570,0,0.16210161,0.38636409575251285,0.22938035677226645,train,9,4,baixo
M200919,0,0.16287756,0.3844772391814742,0.2293574620276318,test,2,1,baixo
C101615,0,0.1950415,0.30893472631109303,0.22920946121016905,train,11,4,baixo
C100148,0,0.18549752,0.3310866029692364,0.2291742375979624,train,8,3,baixo
C100506,0,0.16846903,0.3707300783246476,0.229147342176727,train,11,4,baixo
C100474,0,0.16799226,0.37154393617808174,0.22905776567607924,train,8,3,baixo
M200778,0,0.16287756,0.38313388167567036,0.22895445477589066,test,2,1,baixo
C101225,0,0.1950415,0.308043685573197,0.22894214898880022,train,14,6,baixo
C101042,0,0.16287756,0.3829807026260065,0.22890850106099148,train,7,3,baixo
C100769,0,0.19592609,0.30577140001997216,0.22887968107624312,train,9,4,baixo
C102422,0,0.19227117,0.31427932708392176,0.2288736192254115,train,10,4,baixo
C101223,0,0.18578126,0.3289647864382049,0.22873631021620572,train,12,5,baixo
C101740,0,0.16287756,0.38220111715751054,0.2286746254204427,test,5,2,baixo
M200039,0,0.16287756,0.38207967604418813,0.22863819308644598,test,2,1,baixo
M200020,0,0.16824394,0.36909612317533114,0.22849959820404891,test,2,1,baixo
M200207,0,0.16287756,0.38127934472574576,0.22839809369091327,test,2,1,baixo
M200993,0,0.18513748,0.3291675992904231,0.22834651315504684,train,4,2,baixo
C100225,0,0.18578126,0.32696531456088324,0.22813646865300924,train,8,3,baixo
C100220,0,0.1950415,0.305320731842502,0.22812526286959173,train,11,5,baixo
C100011,0,0.18914315,0.31895578792448626,0.2280869361482733,train,7,3,baixo
M200329,0,0.16287756,0.37996622708716554,0.22800415839933919,test,2,1,baixo
C100284,0,0.16188335,0.38224798907912994,0.22799274316453105,train,4,2,baixo
C100373,0,0.16287756,0.3798816598450745,0.2279787882267119,train,2,1,baixo
C102101,0,0.1950415,0.30466909940620124,0.2279297731387015,train,5,2,baixo
C101460,0,0.18549752,0.32663244194179625,0.22783798928973034,train,9,4,baixo
C102072,0,0.17040385,0.36182139767452215,0.2278291119731788,train,11,5,baixo
C100832,0,0.1950415,0.3041503801772151,0.22777415737000564,train,9,4,baixo
C101900,0,0.1950415,0.30414937988561147,0.22777385728252458,train,7,3,baixo
C102203,0,0.16210161,0.3809958590646798,0.22776988576591656,train,12,5,baixo
C100902,0,0.16210161,0.3809374780035552,0.22775237144757915,train,10,4,baixo
C101771,0,0.18782891,0.3208808511712912,0.22774448723252905,train,11,5,baixo
C101979,0,0.16874993,0.36505553962953324,0.22764160884072612,train,13,5,baixo
C101263,0,0.17603663,0.3475549676798355,0.22749212708421263,train,10,4,baixo
M200098,0,0.16188335,0.38011235607311794,0.22735205326272745,train,5,2,baixo
C101366,0,0.16287756,0.37750734288037224,0.2272664931373012,train,8,3,baixo
M200991,0,0.16364591,0.37561889829604583,0.22723780227413404,train,4,2,baixo
C102324,0,0.16287756,0.37739756277770475,0.22723355910650095,train,9,4,baixo
C100651,0,0.1950415,0.3022904755109362,0.227216185970122,test,7,4,baixo
C100526,0,0.1950415,0.30228185874338864,0.2272136009398577,train,13,6,baixo
M200006,0,0.17040385,0.35938072998878334,0.22709691166745716,test,7,3,baixo
C100870,0,0.19537182,0.30103835994897765,0.22707178752094054,train,8,3,baixo
M200294,0,0.17040385,0.35927603563291205,0.22706550336069575,test,4,2,baixo
M200748,0,0.16287756,0.3763116467188154,0.22690778428883415,train,2,1,baixo
C102426,0,0.19227117,0.3074663005405984,0.22682971126241452,train,7,3,baixo
C100844,0,0.16874993,0.3623131926360505,0.2268189047426813,train,7,3,baixo
C100702,0,0.19227117,0.30722199563766983,0.22675641979153593,train,10,4,baixo
M200043,0,0.16188335,0.37807575557199335,0.22674107311239008,train,2,1,baixo
C100425,0,0.16188335,0.3780254192922299,0.22672597222846103,train,7,3,baixo
C102213,0,0.18578126,0.3219875895922307,0.22664315116241346,train,8,3,baixo
C102043,0,0.18578126,0.3218939123765955,0.22661504799772292,train,10,4,baixo
C101798,0,0.19537182,0.2994994220529213,0.22661010615212362,train,8,3,baixo
C101130,0,0.18513748,0.3232929975792994,0.22658413264170973,train,2,1,baixo
M200807,0,0.16287756,0.37519249565178286,0.2265720389687244,train,2,1,baixo
C100951,0,0.1950415,0.29986278875747724,0.2264878799440843,test,9,4,baixo
C101987,0,0.1800018,0.334911426701311,0.2264746817344915,train,9,4,baixo
M200386,0,0.17120045,0.35529984376534013,0.22643026960403975,test,4,2,baixo
C100852,0,0.19537182,0.29886749864875456,0.22642052913087363,train,8,3,baixo
C101966,0,0.17040385,0.35708070255053237,0.22640690343598185,train,9,4,baixo
C100065,0,0.17659104,0.3425606852207914,0.22638192818863198,train,8,3,baixo
C100908,0,0.19227117,0.3059445134248644,0.22637317512769428,train,10,4,baixo
C100877,0,0.1950415,0.29940414465622284,0.226350286713708,train,10,4,baixo
C100354,0,0.16846903,0.3613156754686038,0.2263230213199139,train,9,4,baixo
C101288,0,0.16340066,0.37290780478922486,0.226252805394554,train,9,4,baixo
C100889,0,0.16318104,0.3732894889110649,0.22621356790048852,test,7,3,baixo
C100706,0,0.18138671,0.33063383765040305,0.22616084476416848,train,10,4,baixo
C102014,0,0.18782891,0.3153533094530502,0.2260862247170567,train,8,3,baixo
