entity_id,entity_type,rule_id,severity,evidence_ids,rule_desc
C101063,client,R05_geojump,3,TCIH7K9500VFW;TI05QNGDOKU03,Geo-salto: 1280km em 6.2h
C101064,client,R05_geojump,3,T9RIJCXX1NGK3;TDWQAI3TKYWPJ,Geo-salto: 16423km em 3.6h
C101065,client,R05_geojump,3,T4SK48GF3LIOL;TCURMA5CSRH51,Geo-salto: 1997km em 9.3h
C101066,client,R05_geojump,3,T6BQUUAILP0B6;T97JWJZP833GX,Geo-salto: 590km em 7.9h
C101067,client,R05_geojump,3,TL7A30XNALRTJ;THHZ2USLA2KZ4,Geo-salto: 10575km em 5.3h
C101068,client,R05_geojump,3,T5F0MXXOSVK8P;TXVWA41M6X0SZ,Geo-salto: 2587km em 4.2h
C101073,client,R05_geojump,3,T5TOFYTUQPY60;TD8WP8TQ2TSEX,Geo-salto: 3665km em 1.8h
C101074,client,R05_geojump,3,T9I2UBJL6IM75;T3HT8M55MRAJK,Geo-salto: 2373km em 3.7h
C101075,client,R05_geojump,3,T2928TGDBFYVF;TM2WLUWPFUDQ8,Geo-salto: 8378km em 1.3h
C101076,client,R05_geojump,3,TXPNCAMSOGL5O;T88Q842HNI8EN,Geo-salto: 2022km em 2.3h
C101077,client,R05_geojump,3,TW156NGM8EOXS;TJ0JIPGPSDJTC,Geo-salto: 1620km em 1.0h
C101078,client,R05_geojump,3,TEB19T93KC3EU;TSSW4TSZGTKLX,Geo-salto: 3109km em 8.2h
C101079,client,R05_geojump,3,T45PXL4QQ56WV;T5NUY97HD6AXZ,Geo-salto: 2431km em 0.1h
C101080,client,R05_geojump,3,TL8U40S9UATNK;TCXTFRNQ2NT11,Geo-salto: 2547km em 11.7h
C101081,client,R05_geojump,3,TEPW33MYUVQXU;TV36M9STD9CBF,Geo-salto: 8166km em 11.8h
C101082,client,R05_geojump,3,TP17KF9WV0N12;TVNEBJYXNWFUD,Geo-salto: 10546km em 7.4h
C101083,client,R05_geojump,3,T4CWOL6S0QL3C;T2YQAA61L229Z,Geo-salto: 2372km em 9.4h
C101084,client,R05_geojump,3,TJY50TL5GK91E;TLJ8MM8LKYZC6,Geo-salto: 14004km em 10.2h
C101086,client,R05_geojump,3,TL8GE2RCK994O;TNGN0EZOXEP46,Geo-salto: 15571km em 0.3h
C101088,client,R05_geojump,3,TKS4YUI9Z2R1D;T2ZNJB5N97QY1,Geo-salto: 3118km em 7.4h
C101092,client,R05_geojump,3,T22E8RX3URI6V;T7QVX8TQ22WI5,Geo-salto: 1916km em 9.9h
C101093,client,R05_geojump,3,TJEYWCHUTHESO;TAMK1A7F5FBG2,Geo-salto: 2263km em 1.5h
C101094,client,R05_geojump,3,TL42X9G2ODS5R;T0GNFVLBYHHI7,Geo-salto: 1980km em 1.6h
C101096,client,R05_geojump,3,TF416Y53XS1AO;TMHK6RSIL6TF5,Geo-salto: 1456km em 4.5h
C101097,client,R05_geojump,3,TTHA1N1VHTG8X;TFAL7PQF99BJA,Geo-salto: 3104km em 5.2h
C101098,client,R05_geojump,3,TIG8GXHP5DYJX;TD43H5NAGRMM1,Geo-salto: 11744km em 3.1h
C101100,client,R05_geojump,3,TYFT89CKO702G;T69SNECZLP7Z1,Geo-salto: 2497km em 9.8h
C101102,client,R05_geojump,3,TEMVAX23PWVM1;T88DMQ1R6WLFC,Geo-salto: 4025km em 6.9h
C101103,client,R05_geojump,3,TQC59E738J4WI;TAOSMDTIPBWKL,Geo-salto: 1125km em 4.3h
C101105,client,R05_geojump,3,T2GFZY558VIRU;TQR87HV7M3H3N,Geo-salto: 2244km em 0.2h
C101106,client,R05_geojump,3,T8935FXO2JT5G;TXR92KZUF6V4N,Geo-salto: 1939km em 3.0h
C101107,client,R05_geojump,3,TM7I2SNRTK7H4;T3U045HWKK4MN,Geo-salto: 2683km em 10.3h
C101108,client,R05_geojump,3,T9BZHM6UD5AS2;TJ79UYGQPGJA9,Geo-salto: 11595km em 10.1h
C101109,client,R05_geojump,3,TUH1WZAHONU08;TMW5JWG9D036G,Geo-salto: 11895km em 5.9h
C101110,client,R05_geojump,3,TINTDIP8SH9RN;THSSVK0YE0PKI,Geo-salto: 3309km em 3.2h
C101111,client,R05_geojump,3,T56DJ2UULOK05;T3ETJZ3SS4VEY,Geo-salto: 3509km em 0.1h
C101112,client,R05_geojump,3,TEQDQENEKZ658;T7B8TYDG9R7NN,Geo-salto: 3733km em 5.4h
C101113,client,R05_geojump,3,TA0GHY07YUEPI;TM5MAHH30ZMCN,Geo-salto: 2233km em 10.0h
C101114,client,R05_geojump,3,TUISHBPVM1J80;TPL1CT47T2VSM,Geo-salto: 1833km em 0.5h
C101115,client,R05_geojump,3,TBSWFGFG627XD;T54BPXYYX5N7C,Geo-salto: 2625km em 5.2h
C101116,client,R05_geojump,3,T3761MVC1WULQ;T0L1LFAB3PWY3,Geo-salto: 3026km em 4.4h
C101117,client,R05_geojump,3,TT7O697QFU9X9;TUW4A7P4YTDVZ,Geo-salto: 1197km em 3.9h
C101118,client,R05_geojump,3,TY734CHPP4C2F;T2WY1SRIS4GF4,Geo-salto: 16864km em 8.3h
C101119,client,R05_geojump,3,T3647N4T3GF9W;TCKGHJQD1YLDM,Geo-salto: 6828km em 2.8h
C101120,client,R05_geojump,3,T9LIR913QW98C;TCQZNI6KMI8EL,Geo-salto: 13856km em 2.3h
C101121,client,R05_geojump,3,TZD3PDLGWWB8I;T0QP6UR94IUEW,Geo-salto: 1581km em 0.9h
C101122,client,R05_geojump,3,T60RCB2OQ8R5G;TBB6YSUM4C05F,Geo-salto: 2453km em 8.7h
C101124,client,R05_geojump,3,TK88FU5NSYM74;T6R93IMBGUO6L,Geo-salto: 4143km em 1.3h
C101125,client,R05_geojump,3,TH4UDLMG44KOC;TUVMZXWL81EV4,Geo-salto: 7272km em 7.1h
C101126,client,R05_geojump,3,T7NWDUN89VDF3;TT2G122KCOB37,Geo-salto: 2185km em 8.9h
C101127,client,R05_geojump,3,T16Z7JLIGWZ1J;T5HHLBRF88VUV,Geo-salto: 3286km em 7.6h
C101128,client,R05_geojump,3,TG8R9JPY2PXP4;T93BJLGT6GVRC,Geo-salto: 1878km em 10.1h
C101129,client,R05_geojump,3,T8SHZTT32QEEA;T556CKZZ3WIGP,Geo-salto: 7074km em 6.4h
C101131,client,R05_geojump,3,TKDITDLY98ZIE;TCDWHKASSRDYF,Geo-salto: 2510km em 9.4h
C101132,client,R05_geojump,3,T33VLJRU3459U;TT4W0RAANMM44,Geo-salto: 1476km em 5.7h
C101133,client,R05_geojump,3,TMG0O32EP1OKX;TN9WXKQ9EH1M3,Geo-salto: 1632km em 9.3h
C101136,client,R05_geojump,3,TPI5QFF97IWH9;T4AO1ETD1YXJV,Geo-salto: 2380km em 7.9h
C101137,client,R05_geojump,3,T7C9DAE92XY1B;TDF47OIO1SLDI,Geo-salto: 7983km em 3.0h
C101138,client,R05_geojump,3,TA2POHESXJLM1;T4GFOQNYU6GW7,Geo-salto: 2268km em 11.7h
C101139,client,R05_geojump,3,TASFAI2UG1U66;TD7NRQ86H4UCA,Geo-salto: 4181km em 0.3h
C101140,client,R05_geojump,3,TJJRXJU08GAOU;T7X5FIJ4DGHZH,Geo-salto: 2492km em 11.1h
C101141,client,R05_geojump,3,TD4CFGU04NUT5;TVVSQ2HHSZRUP,Geo-salto: 836km em 1.7h
C101142,client,R05_geojump,3,TLWJQIURKJMT7;TKHI57A4W4L5I,Geo-salto: 2022km em 4.8h
C101143,client,R05_geojump,3,TZKRM9J6D9BYZ;TWYLJYLMJXNJZ,Geo-salto: 1177km em 11.5h
C101144,client,R05_geojump,3,TUUENSF89BVVJ;TQJHKKLGI26UJ,Geo-salto: 706km em 11.9h
C101145,client,R05_geojump,3,TZ3GP4QTR5Q8B;T5Z1UZZ8AUD50,Geo-salto: 976km em 0.4h
C101146,client,R05_geojump,3,TL0H0FS8JZFI0;THDSHGKR47L4C,Geo-salto: 1090km em 11.6h
C101147,client,R05_geojump,3,TRUU6ASU7HKJL;T3LLD4FYF4LPM,Geo-salto: 9619km em 2.8h
C101148,client,R05_geojump,3,TGT6ZPBU83D68;TG0KY2G0FOCM2,Geo-salto: 2255km em 0.3h
C101149,client,R05_geojump,3,T0953NWVIA7IJ;TJ35BMR73H4MM,Geo-salto: 6583km em 0.5h
C101150,client,R05_geojump,3,T0SWIGHZMJUTG;TZGO17PWV95CH,Geo-salto: 8553km em 7.3h
C101151,client,R05_geojump,3,T1MCVJN9V26AX;TVXIWYZDEOXPR,Geo-salto: 1147km em 1.0h
C101152,client,R05_geojump,3,TNWUWKDCIYXII;TII2BC3WBDJUL,Geo-salto: 1049km em 11.6h
C101153,client,R05_geojump,3,TF6YTVTBLASGJ;TSZXPTDGWPHU1,Geo-salto: 2784km em 3.7h
C101154,client,R05_geojump,3,TX4SML0NNT9WL;TWJEN93GIQU64,Geo-salto: 1886km em 4.5h
C101155,client,R05_geojump,3,TIP8WXB5WWR7V;TKJSPPHFLPBY6,Geo-salto: 2180km em 8.3h
C101156,client,R05_geojump,3,T1O10P14HGKLP;TJ1KU7ZKWWPAE,Geo-salto: 3192km em 1.8h
C101157,client,R05_geojump,3,TU5QHYK7M8C7V;T0ENVNNU85KR2,Geo-salto: 8134km em 11.4h
C101159,client,R05_geojump,3,TSSMBLDW5AYI7;T1OTSFQU37XS1,Geo-salto: 16174km em 7.1h
C101161,client,R05_geojump,3,TQA06HKCNMZGF;TAJWESX2MPKAB,Geo-salto: 2103km em 9.5h
C101162,client,R05_geojump,3,TCAD67F2ZUDHY;TFTCHGK1UNGQN,Geo-salto: 4825km em 1.9h
C101163,client,R05_geojump,3,T6SEVIF77AIBG;TNIG3RCVXIURK,Geo-salto: 2603km em 2.2h
C101165,client,R05_geojump,3,TC4FGDZR8WXR3;TUPTQYEVV6KIB,Geo-salto: 2998km em 4.3h
C101166,client,R05_geojump,3,TOOO2WIYKQ2UE;TUT13LBV8GJK0,Geo-salto: 4939km em 10.1h
C101167,client,R05_geojump,3,TW27B01TZLG7W;TNOCMZABZDCAM,Geo-salto: 4199km em 0.7h
C101168,client,R05_geojump,3,TO9UYV8XFWJ0T;TOQW1V6SSHR3J,Geo-salto: 9850km em 3.9h
C101172,client,R05_geojump,3,T83MW7M0I5ETL;T1364R1QCYZQZ,Geo-salto: 14506km em 7.9h
C101174,client,R05_geojump,3,TDPCVTCWBC92A;TO9YFR96QPTHA,Geo-salto: 6880km em 6.0h
C101175,client,R05_geojump,3,T6W379YJNV2HT;TTLC0TN85S23M,Geo-salto: 801km em 1.1h
C101176,client,R05_geojump,3,TRBH4T8NBBUZ4;TAGKK6D1EB0SE,Geo-salto: 6055km em 5.7h
C101177,client,R05_geojump,3,TXT38EG2WKL7D;TV1TIUK0SUQM6,Geo-salto: 3727km em 10.4h
C101178,client,R05_geojump,3,TZRD3M9SURUBU;THXTCR5RTK2RI,Geo-salto: 2631km em 3.6h
C101180,client,R05_geojump,3,TQN58CZF6E4NZ;TL8GE6PORO7X2,Geo-salto: 5780km em 4.5h
C101181,client,R05_geojump,3,TLYPRE9065WEW;THGRWZVBAZZ7M,Geo-salto: 1448km em 4.9h
C101182,client,R05_geojump,3,T76ONOET0884G;TZ8YMHH1L5N3I,Geo-salto: 1517km em 4.9h
C101183,client,R05_geojump,3,TGQZYSY4BPNTN;TQJEDCXCH0B1M,Geo-salto: 1479km em 0.8h
C101185,client,R05_geojump,3,T3L5UG8JFST5A;TVR0FRWIB7NC5,Geo-salto: 1037km em 3.4h
C101188,client,R05_geojump,3,TS40A5772XYZ2;T1DTE2DJN8RK4,Geo-salto: 3355km em 8.0h
C101189,client,R05_geojump,3,TZ2GS681OD0MU;T9IWC20FJSFZ6,Geo-salto: 7032km em 3.0h
C101190,client,R05_geojump,3,T38VKUQ1P17SF;TPTZSO5UFQ9PS,Geo-salto: 4276km em 10.5h
C101191,client,R05_geojump,3,T0S2BNJ679C1P;T2OZJPP5O0NK7,Geo-salto: 11220km em 4.2h
C101192,client,R05_geojump,3,TO56PBJCIOM4U;T812AK7XU5RR6,Geo-salto: 2154km em 6.0h
C101193,client,R05_geojump,3,T9S1N8MG1BENB;T2H33MKPI8Z4Q,Geo-salto: 13934km em 10.5h
C101194,client,R05_geojump,3,T0H72H5D1OXJR;T0ZLPTVG03W3I,Geo-salto: 1092km em 4.7h
C101195,client,R05_geojump,3,T64NM40RJLAYY;TARKFIEQWG8EU,Geo-salto: 916km em 4.9h
C101196,client,R05_geojump,3,TIE5AYGUHLCAZ;TPP1P0O2MLHYL,Geo-salto: 3752km em 10.1h
C101197,client,R05_geojump,3,TJXFX2FKDBCI4;TXO1Q9ASBFS1S,Geo-salto: 3096km em 11.4h
C101198,client,R05_geojump,3,TY90K23WE0NCZ;T95LCJMSQ3WRL,Geo-salto: 1727km em 1.7h
C101199,client,R05_geojump,3,T3YM9XLJ5D5HN;TUGRCPA2TBT4U,Geo-salto: 3265km em 6.9h
C101200,client,R05_geojump,3,TH854LQUBP6VD;TKXB18GG9NOJ2,Geo-salto: 8963km em 1.5h
C101201,client,R05_geojump,3,T7ZV4Z1L8PZFY;TCC8VWF73TSM1,Geo-salto: 2748km em 2.8h
C101202,client,R05_geojump,3,TEKQX9L1034KO;TN2O2J3VQKJ67,Geo-salto: 3315km em 1.7h
C101203,client,R05_geojump,3,T7OV9DVQ9VK1W;TB3OM9QSND5GH,Geo-salto: 8234km em 7.4h
C101204,client,R05_geojump,3,T0QMM9X1JJQYL;T2QKPT2YSMGWJ,Geo-salto: 2867km em 9.6h
C101205,client,R05_geojump,3,T4X6ZD8JKOQ1S;T90N6SWMAZO9N,Geo-salto: 4204km em 0.1h
C101206,client,R05_geojump,3,TMMHD7KX0SX7W;TFA2PJ3DUKEOU,Geo-salto: 5963km em 7.5h
C101207,client,R05_geojump,3,T0SJD0QQ43MYK;TR2RIBU0F7VTA,Geo-salto: 7572km em 1.4h
C101208,client,R05_geojump,3,T4DEL3OGZ9T5U;TRLSHBGRSQGA1,Geo-salto: 2609km em 1.8h
C101210,client,R05_geojump,3,TJY3BJPJ0R8BK;TL2NLLEB9SC9Z,Geo-salto: 1855km em 0.8h
C101211,client,R05_geojump,3,TP0C6GF417732;TCKDJJ2KINQLP,Geo-salto: 11987km em 5.9h
C101212,client,R05_geojump,3,TVXW3YSB0F5MK;T7C9YCKKCSG46,Geo-salto: 1773km em 11.9h
C101213,client,R05_geojump,3,TPBY4IYPVFI7B;TOPVEMTKKRUFA,Geo-salto: 8952km em 10.4h
C101215,client,R05_geojump,3,TVZRNAY4R4FIC;TGB99N1QES84B,Geo-salto: 2646km em 2.2h
C101216,client,R05_geojump,3,TEMWFAMVLG4NX;T7YVMT8PH6X3C,Geo-salto: 3518km em 7.7h
C101217,client,R05_geojump,3,T6NC219ZKKCRF;TY1XVNERIKR9Q,Geo-salto: 2193km em 8.5h
C101218,client,R05_geojump,3,T0OT94T6GRSWW;TZVYNLCBPDOVU,Geo-salto: 3698km em 1.0h
C101220,client,R05_geojump,3,TXI3N6DQ8AYOR;TAY1AJTLXKVK2,Geo-salto: 9886km em 4.9h
C101221,client,R05_geojump,3,T6LPE45N1H68C;TUFRTSNE0ME64,Geo-salto: 3810km em 0.7h
C101222,client,R05_geojump,3,TCZ2HAKE3MT8X;TRE6LW5U7B40G,Geo-salto: 13340km em 11.9h
C101223,client,R05_geojump,3,TZGT5TB8UGRL0;TNB4PUH22SXQG,Geo-salto: 4767km em 10.1h
C101224,client,R05_geojump,3,TZWURZJWIVYZZ;T5ST1M13R9X2T,Geo-salto: 3993km em 4.4h
C101225,client,R05_geojump,3,TMWR5OP92ETTX;T6GXE8M0HX8JI,Geo-salto: 10383km em 1.1h
C101226,client,R05_geojump,3,T524BJQ434ROJ;TFPM6WPPZ0UUD,Geo-salto: 1919km em 5.9h
C101228,client,R05_geojump,3,T0PC0JQGUD7JP;TIOE7ZBWIKNR7,Geo-salto: 3358km em 8.5h
C101229,client,R05_geojump,3,T22LZNUKPQ4P8;TXAEEUZ0D3DCU,Geo-salto: 3484km em 2.7h
C101230,client,R05_geojump,3,T42FTFU3RS5AM;TT4IZKL5I2LUF,Geo-salto: 2788km em 7.3h
C101233,client,R05_geojump,3,TD5FI3ZJFC7RL;TDWN5OSHKZ13J,Geo-salto: 7921km em 0.9h
C101234,client,R05_geojump,3,TEEGPZ62A8VCL;T6NTMXZHUJ4EK,Geo-salto: 9656km em 8.8h
C101236,client,R05_geojump,3,TAI6DJM5LQE41;T67R4IGLJITZS,Geo-salto: 3591km em 6.9h
C101237,client,R05_geojump,3,T7AXI32TBWHPO;T5NCYIXME4HEN,Geo-salto: 3181km em 8.7h
C101239,client,R05_geojump,3,T4D24CPGYG2D5;TCUNM2YHB0430,Geo-salto: 5274km em 6.3h
C101240,client,R05_geojump,3,T5D7WGRL0H3MY;TADP22ELM9Y7Z,Geo-salto: 3174km em 10.4h
C101242,client,R05_geojump,3,TZ5SEHSHSBFYS;TK1AN0QOC8AUR,Geo-salto: 5078km em 3.2h
C101243,client,R05_geojump,3,T750M4Z6U42XG;TDSEVYYLOI1BN,Geo-salto: 13961km em 11.1h
C101244,client,R05_geojump,3,TTZ3Z595W20DZ;TNCS04L2Q03U3,Geo-salto: 2980km em 9.6h
C101246,client,R05_geojump,3,TZ3UHSYX04NO4;TEFAO1YFGIL8M,Geo-salto: 501km em 7.6h
C101247,client,R05_geojump,3,TYDA2XS18G8JZ;TL0JNYUF5TLG5,Geo-salto: 1082km em 7.8h
C101248,client,R05_geojump,3,T24MDNLP87021;T28Z4MXCH7OJX,Geo-salto: 5413km em 1.9h
C101249,client,R05_geojump,3,TQ8AYZB7Y95IN;TK3ERTO2TDMMF,Geo-salto: 1904km em 7.0h
C101250,client,R05_geojump,3,TY2DQAIY7SJ96;THSFO7M0IWNNF,Geo-salto: 1066km em 10.6h
C101251,client,R05_geojump,3,TDZPBYRW9PJ4P;TH27K67ZZARP6,Geo-salto: 18374km em 1.7h
C101252,client,R05_geojump,3,T0GQ9H1BV9U8R;TBCB9WKD7YXDS,Geo-salto: 14123km em 9.8h
C101255,client,R05_geojump,3,TG800M9FEPKXR;TXCP30ADH3KQA,Geo-salto: 3502km em 10.1h
C101256,client,R05_geojump,3,TSAIJSILDNVVL;TI8SN4AVEQHO7,Geo-salto: 13780km em 3.6h
C101257,client,R05_geojump,3,TF55NPZO6QOKL;TYLOMN429ADDL,Geo-salto: 1312km em 11.3h
C101258,client,R05_geojump,3,T24A8RDBZ22V5;TUF7XCQK5XOK8,Geo-salto: 4249km em 2.6h
C101259,client,R05_geojump,3,TXOSQ0SP9OT9X;TOZLW59IPQLVO,Geo-salto: 13530km em 10.1h
C101260,client,R05_geojump,3,T5M49D1OUCJNA;TTD00BEVERFQQ,Geo-salto: 794km em 2.6h
C101262,client,R05_geojump,3,TI41HOON83H4L;T9IR63QVJVXKC,Geo-salto: 17224km em 7.8h
C101263,client,R05_geojump,3,T136UVUH6OXOC;TGEXZSF1UDBY3,Geo-salto: 10147km em 5.1h
C101264,client,R05_geojump,3,TJC5A96JYGXGX;T5CBVY56TQOP8,Geo-salto: 1256km em 6.2h
C101265,client,R05_geojump,3,T79G8N9Y3JZ4M;TH6L5OWGFOHKH,Geo-salto: 1486km em 6.6h
C101266,client,R05_geojump,3,TTWTRK6HTKT2B;TPDY9ATWSO19C,Geo-salto: 2246km em 8.3h
C101267,client,R05_geojump,3,TPWZX4A37WZ7B;TIF9YF3O5ASE9,Geo-salto: 3979km em 4.5h
C101268,client,R05_geojump,3,TIH5W3DMOZYE6;T44G2994OMQL4,Geo-salto: 7714km em 4.0h
C101269,client,R05_geojump,3,TY90AMNVWVMAD;TCRNUGNFMZJ28,Geo-salto: 7727km em 11.4h
C101270,client,R05_geojump,3,TJNO0Q2LRU5XG;TBY6LI43HNZ5I,Geo-salto: 3333km em 8.3h
C101271,client,R05_geojump,3,T6TZOX41PQACZ;T938J01LHY8BV,Geo-salto: 8251km em 3.3h
C101272,client,R05_geojump,3,TAT3KVW563SKV;TPCIIS2WQ8X2K,Geo-salto: 3147km em 1.5h
C101273,client,R05_geojump,3,TYE0YD2JGA18W;TDGXHV1R8JEFO,Geo-salto: 7443km em 8.7h
C101274,client,R05_geojump,3,TCO3F05HJ5M6T;T4XAQEOULX8TG,Geo-salto: 2242km em 4.0h
C101275,client,R05_geojump,3,TSLKNWSEL3D7G;TNH7UOSDPIHYP,Geo-salto: 3205km em 5.5h
C101276,client,R05_geojump,3,TO498IMS9FD6S;T5LJXXTL0ZCP8,Geo-salto: 4054km em 1.0h
C101277,client,R05_geojump,3,TDGPXV5H2B7VJ;THVTISJY78T9X,Geo-salto: 11930km em 11.6h
C101278,client,R05_geojump,3,T027IBCU71M84;T5PIM24724GNF,Geo-salto: 2216km em 7.8h
C101279,client,R05_geojump,3,T6PMNDZM30IXP;TTFXKH0YZMJOP,Geo-salto: 1959km em 8.3h
C101280,client,R05_geojump,3,TI7A6RABAAG60;TWA156DEZDNQN,Geo-salto: 13961km em 5.1h
C101281,client,R05_geojump,3,TFIV2JCK3KDDK;T48H9CX2JHXYV,Geo-salto: 3305km em 7.2h
C101282,client,R05_geojump,3,TC4XJ4ZMI7S7Z;TU4BILEVHGXHI,Geo-salto: 2531km em 5.2h
C101283,client,R05_geojump,3,T1ZBOU7VTR1NV;TGHK4BE5N10WZ,Geo-salto: 2637km em 8.4h
C101284,client,R05_geojump,3,TD0OPAFYGG22A;TZT69JYIHZ5UV,Geo-salto: 12004km em 8.6h
C101285,client,R05_geojump,3,TQWJ47W1WDXDA;TKD2XNH6U8UKK,Geo-salto: 8916km em 11.2h
C101286,client,R05_geojump,3,T6VTPZ9VE0B2H;TNJRWS0GEVJSC,Geo-salto: 1641km em 4.8h
C101287,client,R05_geojump,3,TSS1OBVTPRIMF;TBHKNRLEJQS7M,Geo-salto: 2801km em 9.8h
C101288,client,R05_geojump,3,TZVE6PZQNJD2N;TKBZEANEZ15GK,Geo-salto: 6869km em 3.7h
C101289,client,R05_geojump,3,TCQWXXWOI06ID;TXKU0S8V0CS3S,Geo-salto: 6443km em 8.8h
C101290,client,R05_geojump,3,TYWL32FX8D9N8;TZLNY2FEFO4S9,Geo-salto: 2519km em 7.4h
C101291,client,R05_geojump,3,TLEQGVF44FIWS;T4O1I4Z23XEJJ,Geo-salto: 1646km em 10.5h
C101292,client,R05_geojump,3,TGNCHYFX9OZJ6;T6XRUOA4F6MKR,Geo-salto: 2842km em 0.3h
C101293,client,R05_geojump,3,TXE924D2CJM3Q;T4ILN35ADZQCH,Geo-salto: 2492km em 0.3h
C101295,client,R05_geojump,3,T4YVQULNBWX70;T2J0AGSUCRM7D,Geo-salto: 15542km em 8.2h
C101296,client,R05_geojump,3,TAI7929TSZMYF;T6I9MUXZURDBC,Geo-salto: 5850km em 9.8h
C101297,client,R05_geojump,3,T2822JKOT7DVJ;TQLXK1DZ0DLI8,Geo-salto: 1092km em 12.0h
C101298,client,R05_geojump,3,TVVHC8CO43E1E;TPZQL19J2LU24,Geo-salto: 6194km em 1.6h
C101299,client,R05_geojump,3,T4EO108QLVKTM;TRKVOQHU1VG95,Geo-salto: 2667km em 8.2h
C101300,client,R05_geojump,3,TX38400MODE4T;TPIZM4UL3U369,Geo-salto: 3802km em 4.4h
C101302,client,R05_geojump,3,TPV9RNX8DAYNC;TCPCDXA1LHJK0,Geo-salto: 1036km em 6.4h
C101303,client,R05_geojump,3,T57OBT8OBRFWX;T1U4D5VDQ7CLO,Geo-salto: 708km em 6.1h
C101304,client,R05_geojump,3,TXDEWQWGB25V6;TMUTZ9JIETNXK,Geo-salto: 1940km em 10.8h
C101305,client,R05_geojump,3,T4BDNEJBR5LLH;T2OPB83TE4P41,Geo-salto: 3425km em 8.5h
C101306,client,R05_geojump,3,TMHV0W00EOKXI;TQ8YGH2EEKR04,Geo-salto: 7873km em 3.9h
C101307,client,R05_geojump,3,TO7N8DQYAYOJO;T365ODKAM4K8D,Geo-salto: 8198km em 1.0h
C101308,client,R05_geojump,3,TUGBQVMB5IFZS;TFX1M4EDTL8DR,Geo-salto: 2292km em 4.1h
C101311,client,R05_geojump,3,TJDOSYG2GOOQ4;TUK4Q7RCKMC2Q,Geo-salto: 4053km em 4.5h
C101312,client,R05_geojump,3,TQ6W6QM1RI06Z;TB5H2X6E77D37,Geo-salto: 2979km em 4.0h
C101313,client,R05_geojump,3,TWOBK9JRHOHUW;TETSHJ81OV95T,Geo-salto: 13071km em 1.8h
C101314,client,R05_geojump,3,T5HQK9F0UJEAD;TJUFJ2NAVC5E5,Geo-salto: 1558km em 10.9h
C101315,client,R05_geojump,3,T8OIV9A0M58ZW;T2MKWG02F18E3,Geo-salto: 1102km em 6.4h
C101316,client,R05_geojump,3,TEU2TAC60WP8S;T9T6MJDETP1BE,Geo-salto: 985km em 0.5h
C101317,client,R05_geojump,3,T2Y7NGPPK8JRY;TK2DH80BI7ISX,Geo-salto: 2959km em 8.0h
C101318,client,R05_geojump,3,TFM8U71JZMXML;TF3KA29HS1GZ6,Geo-salto: 2116km em 8.1h
C101319,client,R05_geojump,3,TZUUF2GB1DFA3;TUNBLM7C77VD7,Geo-salto: 2745km em 6.6h
C101321,client,R05_geojump,3,TQZ7CFFD1ARPD;TSTZBJC1X7S34,Geo-salto: 2826km em 10.0h
C101322,client,R05_geojump,3,TCJPND450HKLS;TNB6RKUBKH0T8,Geo-salto: 7519km em 10.6h
C101323,client,R05_geojump,3,TWAFXCC0X0FWL;TY3M4OPCUMR1V,Geo-salto: 1318km em 9.3h
C101324,client,R05_geojump,3,T2HJ1PCHC50ZA;T2LKUJADU4BJ3,Geo-salto: 1018km em 0.6h
C101325,client,R05_geojump,3,TD61OTYTSH246;TW2C0ZG72H8LD,Geo-salto: 2732km em 5.3h
C101326,client,R05_geojump,3,TAYZD011VO0UV;T25M4ZDY2CTYY,Geo-salto: 2982km em 2.0h
C101328,client,R05_geojump,3,T7KWSH1UPTK7C;T6LD7COY514A2,Geo-salto: 1008km em 0.5h
C101330,client,R05_geojump,3,TR105962FJ1C2;TB8LBX35RYKF2,Geo-salto: 1159km em 5.3h
C101331,client,R05_geojump,3,TUHQVR33VBVOO;T9MPJ61K2C0T8,Geo-salto: 9842km em 1.0h
C101332,client,R05_geojump,3,TPY5ZCXFX9R2P;TD1WDV8KMYZIO,Geo-salto: 2665km em 3.2h
C101333,client,R05_geojump,3,TYPATMHX4P1Q8;T16CU3VQY20NU,Geo-salto: 2266km em 1.9h
C101334,client,R05_geojump,3,TTBEXSSQL2XUK;TK8ZLVWV9IBKU,Geo-salto: 7020km em 9.9h
C101336,client,R05_geojump,3,TYEOZ6MPQQ2RP;TDUXJ8IDYQVC3,Geo-salto: 10206km em 1.0h
C101338,client,R05_geojump,3,T5LSTMEYSNZ82;T4Y9T2IOHAAMM,Geo-salto: 3272km em 11.9h
C101339,client,R05_geojump,3,TKS8N8QTU65PM;TNMYWGDAI4F7Z,Geo-salto: 789km em 2.2h
C101341,client,R05_geojump,3,T9USMS4EK9TQ7;T73437I4AX9YH,Geo-salto: 6918km em 1.6h
C101342,client,R05_geojump,3,TBL5BMKY70AG4;TF6X7PXBZ1WTY,Geo-salto: 2274km em 4.8h
C101343,client,R05_geojump,3,T5BUDIPT78ALO;T9PK9B9H8HLS2,Geo-salto: 8477km em 2.1h
C101344,client,R05_geojump,3,TWJANTTE0G0WV;TAMOCDULOIBZF,Geo-salto: 1724km em 11.9h
C101348,client,R05_geojump,3,TTT9DJHH8ZTZE;TOZ3470IYHJ4T,Geo-salto: 4119km em 5.5h
C101349,client,R05_geojump,3,TZBK6RS9XNFHG;TWKNRM2E3VMPD,Geo-salto: 16799km em 8.1h
